annotation_order,item_id,subject,domain_group,source,question,context,choices,gold_answer_index,gold_answer_text
86,islamic_studies::2016,islamic_studies,islamic/moral,arabic_mmlu,	اهتمو العلماء بالقرآن الكريم حيث دارو ليه:,,علامات كيساعدو باش نقراوه كيف تنقيط بعض الحروف المتشابهة كيف حرفين )ت ث( ||| الحركات الإعرابية ) ________( ||| علامات متاع الوقف |||  كل شي اللي تقال,3, كل شي اللي تقال
87,professional_psychology::599,professional_psychology,humanities/history,mmlu,صيغة التصحيح متاع التخفيف كتستعمل باش نقيسو التأثير متاع الزيادة في:,,الموثوقية متاع الاختبار على الصلاحية متاعو. ||| الصلاحية متاع الاختبار على الموثوقية متاعو. ||| عدد الأسئلة متاع الاختبار على الصلاحية متاعو. ||| عدد الأسئلة متاع الاختبار على الموثوقية متاعو.,0,الموثوقية متاع الاختبار على الصلاحية متاعو.
88,economics::118,economics,professional/civic,arabic_mmlu,الضرايب اللي يدفعها الملتزم بشكل مؤقت، ويقدر يحول الحمل متاعهم لشخص آخر يسموه : ,,ضرائب مباشرة ||| ضرائب غير مباشرة ||| ضرائب متاع الدخل ||| ضرائب متاع راس المال,1,ضرائب غير مباشرة
89,professional_law::769,professional_law,professional/civic,mmlu,المتهم تحكم عليه بالسرقة المسلحة. في الاستئناف، المتهم طلب محاكمة جديدة، كيقول بلي حقوقو متاع التعديل السادس تخرقو خاطر ما تعطاتوش مساعدة قانونية فيعالة في المحاكمة. شنوّة من هاذا الوقائع، إلا ثبتت، غادي تعطي أحسن أساس باش يثبت المتهم دعوى عدم فيعالية المحامي؟,,المحامي متاع المحاكمة كذب على المتهم بخصوص تجربتها في المحاكمات الجنائية. ||| المحامي متاع المحاكمة ما استجوبش شاهد الإثبات. ||| المحامي متاع المحاكمة ما تشاورش مع المتهم على إستراتيجية المحاكمة. ||| المحامي متاع المحاكمة ما كانش كيآمن ببراءة المتهم.,1,المحامي متاع المحاكمة ما استجوبش شاهد الإثبات.
90,math::283,math,STEM/health,arabic_mmlu,نسرين قرات عشر صفحات من مجلة وعاد كملات القراية وقرات عشرين صفحة. قدّاش المجموع متاع الي قرات من المجلة؟,,10 صفحات ||| 20 صفحة ||| 30 صفحة ||| والو,2,30 صفحة
91,public_relations::60,public_relations,professional/civic,mmlu,شكون من هاذا الأنواع متاع الأسئلة متاع الاستطلاع كيطلب معلومات نوعية؟,,مقياس ليكرت ||| اختيار من متعدد ||| سؤال مفتوح ||| نعم/لا,2,سؤال مفتوح
92,general_knowledge::85,general_knowledge,professional/civic,arabic_mmlu,تعمل عملية .......... باليد ولا بوسايل فيلاحية.,,التسميد ||| العزق ||| السقي ||| التعشيب,3,التعشيب
93,geography::842,geography,humanities/history,arabic_mmlu,......... المنفذ البحري الوحيد في الأردن.  ,,مدينة جرش  ||| مدينة البلقاء  ||| مدينة العقبة   ||| مدينة المفرق ,2,مدينة العقبة  
94,arabic_language::378,arabic_language,language,arabic_mmlu,أحمد حسن الزيات أسس مجلة أدبية هي:,,الهلال ||| الوسيلة ||| الرسالة ||| البيان,2,الرسالة
95,islamic_studies::1245,islamic_studies,islamic/moral,arabic_mmlu,صلاة المسافر والمريض كتدل على :,,التيسير في الإسلام ||| التشدد في الإسلام ||| التفريط في العبادة,0,التيسير في الإسلام
96,moral_disputes::129,moral_disputes,islamic/moral,mmlu,شنوّة هي الجملة الي ماسيدو ماغاديش يتافق معاها من هاذا الجمل؟,,الدول خاصها تعطي أهمية خاصة للمواطنين متاعها. ||| سياسات الهجرة ممكن يكون عندها تأثيرات اقتصادية قوية. ||| الحكم الذاتي ماعندوش أهمية أخلاقية في النقاش متاع الهجرة. ||| فما أسباب الي كتخلينا نفكرو بلي سياسة الهجرة فيأمريكا كان عندها تأثيرات سلبية على توزيع الدخل بين المواطنين.,2,الحكم الذاتي ماعندوش أهمية أخلاقية في النقاش متاع الهجرة.
97,biology::1051,biology,STEM/health,arabic_mmlu,شنوّة هي العضية الي كتدخل فتصنيع الأغشية الخلوية وكتعطي الخلية هيكل دعامي ؟,,جهاز غولجي ||| الجسم الحال ||| الشبكة الاندوبلازمية ||| مايتوكندريا,2,الشبكة الاندوبلازمية
98,economics::251,economics,professional/civic,arabic_mmlu,فلوس الدولة تاخدهم من الناس اللي يجيو يخالفوا القانون، عقوبة عليهم أما الدخل مش مستقر: ,,الضرائب ||| الرسوم ||| الغرامات ||| المنح من برا,2,الغرامات
99,computer_science::430,computer_science,STEM/health,arabic_mmlu,العنصر الرئيسي لقواعد البيانات الآن ترجم إلى التونسية  ,,الجداول ||| الاستعلامات ||| النماذج ||| التقارير,0,الجداول
100,general_knowledge::1177,general_knowledge,professional/civic,arabic_mmlu,شنوّة هي الدولة العربية اللي فييها مدينة القدس؟,,فيلسطين ||| مصر ||| السعودية,0,فيلسطين
101,islamic_studies::158,islamic_studies,islamic/moral,arabic_mmlu,المسلم كيحرص باش يصلي فيوقتها,,صحيح ||| غالط,0,صحيح
102,biology::1153,biology,STEM/health,arabic_mmlu,كتنبت حبة اللقاح من إنقسام ميوزي متاع الجراثيم الصغيرة,,صحيح ||| غالط,1,غالط
103,management_ar::24,management_ar,professional/civic,arabic_mmlu,ختار الجواب الصحيح بنعم ولا لا من هاذا الشي الي جاي:\n\nما كاينش شي احتياطات كيتاخدو بعين الاعتبار منين كيشاركو الأفراد,,نعم ||| لا,1,لا
104,human_aging::16,human_aging,STEM/health,mmlu,الدراسات متاع الناس اللي فيقدو شي حد لقاو بلي وحدة من الحوايج اللي كتعاون برشا هي ملي الناس الاخرين,,كيتجنبو أي هضرة على الميت ||| كيبقاو قراب منهم ||| كيبعدو ويخليو الشخص يحزن بوحدو ||| كيبدلو البيئة متاع الدار للشخص اللي فيقد شي حد,1,كيبقاو قراب منهم
105,driving_test::48,driving_test,professional/civic,arabic_mmlu,الحوايج اللي كيتحطو على الزجاج الأمامي ولا قدام الشوفور كيضرو الركاب إلا وقع شي حادثة.,,واه ||| لا,0,واه
106,nutrition::294,nutrition,STEM/health,mmlu,"اشمن جملة كتوصف مزيان الفرق بين خصائص السكري النوع 1 و النوع 2:
",,الناس اللي عندهم السكري النوع 2 عادة كيحتاجو جرعات أقل متاع الأنسولين من الناس اللي عندهم السكري النوع 1 خاطر عندهم نوع خفيف متاع السكري ||| الناس اللي عندهم السكري النوع 1 كيطيحو بسرعة في المضاعفات المزمنة ||| العوامل المناعية الذاتية كتدخل فيظهور السكري النوع 1 أما موشي في النوع 2 ||| الناس اللي عندهم السكري النوع 1 يقدرو يزيدو من إنتاج الأنسولين الداخلي متاعهم بتناول أدوية خافضة للسكر عن طريق الفم,2,العوامل المناعية الذاتية كتدخل فيظهور السكري النوع 1 أما موشي في النوع 2
107,professional_law::1059,professional_law,professional/civic,mmlu,في 2006، واحد المستثمر شرى قطعة أرض د 100 هكتار في واحد المنطقة ريفية. من بعد هاذا الشي بشوية، المستثمر حضر مخطط تقسيم اللي خلق 90 قطعة سكنية د هكتار واحد فيهاد الأرض، والقطعة المتبقية د 10 هكتار اقترح يديروها لمدرسة عمومية. في البروشور متاع البيع اللي كان كيروج للتقسيم، قال بلي 'بالإضافة للقرب من المدرسة المقترحة لسكان التقسيم، المديرية الإقليمية للتعليم ما غاديش تحتاج تصرف فيلوس الضرائب باش تشري هاذا الأرض لبناء المدرسة.' في 2007، تسجل مخطط التقسيم فيمكتب التسجيل متاع المقاطعة. في 15 يناير 2009، المجلس الإقليمي للتعليم صوت باش يبني مدرسة جديدة في القطعة د 10 هكتار. التخصيص اللي اقترحو المستثمر للقطعة د 10 هكتار لبناء المدرسة يمكن نوصفوه أحسن بأنه,,خدمة منصفة. ||| شرط تقييدي. ||| قيد غير قابل للتنفيذ. ||| حق ارتفاق للاستعمال العام.,3,حق ارتفاق للاستعمال العام.
108,islamic_studies::1582,islamic_studies,islamic/moral,arabic_mmlu,المسلمين كيدخلو للنار.,,صحيح ||| غالط,1,غالط
109,geography::106,geography,humanities/history,arabic_mmlu, الفرق بين الجغرافيا السياسية والجيوبوليتك كيتمثل فيعنصرين ...........\n,,الموقع والوقت\n ||| الحركة والمسافة\n ||| الوقت والحركة\n ||| المسافة والموقع\n,2,الوقت والحركة\n
110,high_school_european_history::149,high_school_european_history,humanities/history,mmlu,"هاذا السؤال كيتعلق بالمعلومات التالية.
قانون أديسون تخلق على أساس أنه إلا ما تلبات طموحات الطبقة العاملة بسرعة بعد الحرب، بريطانيا يمكن تشوف ثورة كيف الي وقعات فيروسيا. فيعام 1920 بدا هاذا الخوف كيتراجع وبدات سياسة أديسون تشوف كيف إلا كانت مكلفة برشا. واحد الضحية مباشرة متاع هاذا الموقف الجديد كان مشروع شارع كينغفيلد في البلدية، الي تصادق على الخطط الأولية متاعو فيشتنبر 1920. بشكل مفاجئ للمجلس، مجلس الإسكان متاع الحكومة أجل المشروع، ""نظرا للالتزامات الحالية متاع المجلس والفلوس المتوفرة فيهاد الوقت، وفماي 1921 علنات الحكومة على تقليص كبير فيبرنامج الإسكان، وخفضات الهدف متاع الإسكان بالنص.
—مقتطف من عمل المؤرخة الإنجليزية هيرميون هوبهاوس الإسكان العمومي فيبوبلار: سنوات ما بين الحربين، 1994
شنوّة أحسن وصف للخطط الي تبدلو فيوق؟",,البرامج الاجتماعية تشكات فييها بعد الحرب العالمية الأولى. ||| الإسكان كان جزء كبير من ميزانية بريطانيا. ||| العمال كانو كيهددو بثورة شيوعية. ||| مجلس الإسكان متاع الحكومة بغا يبني كتر متاع الديور.,0,البرامج الاجتماعية تشكات فييها بعد الحرب العالمية الأولى.
111,geography::267,geography,humanities/history,arabic_mmlu,وحدة من هاذي موشي من العوامل اللي كتأثر على مناخ الأردن:,,التضاريس ||| الكتل الهوائية ||| درجة العرض ||| الكتل الهوائية,3,الكتل الهوائية
112,general_knowledge::724,general_knowledge,professional/civic,arabic_mmlu,قدّاش من مرة تذكرات كلمة (الفردوس) في القرآن الكريم؟,,مرة وحدة ||| زوز مرات ||| ربع مرات ||| سبع مرات,1,زوز مرات
113,professional_law::1170,professional_law,professional/civic,mmlu,واحد السوبرماركت عمل كونطرا مع واحد الخبازة باش يعطيوه 100 خبزة متاع القمح الكامل في السيمانة لمدة 12 سيمانة متتالية. الخبز خاصو يتسلم في النهار اللول من كل سيمانة، والخلاص يتم في ظرف 4 أيام من التسليم. في الأربع سيمانات اللولين، الخبازة سلمات الخبز للسوبرماركت والسوبرماركت خلص كيف ما متافقين. ملي وصلات الطلبية الخامسة، السوبرماركت لقا بلي الشحنة فييها 80 خبزة متاع القمح الكامل و20 خبزة متاع الخميرة. المدير متاع السوبرماركت عيط فيورا للخبازة باش يشكي على الشحنة. المسؤول في الخبازة اعتذر وعرض باش يصيفط 20 خبزة متاع القمح الكامل في ظرف 24 ساعة. شنوّة هو التأثير القانوني المحتمل لهاد المحادثة بين المدير والمسؤول فييما يخص الشحنة الخامسة؟,,السوبرماركت عندو الحق باش يرفض الشحنة الخامسة ويلغي الكونطرا. ||| السوبرماركت عندو الحق باش يرفض الشحنة الخامسة، أما غادي يتحمل مسؤولية التسليمات الباقية. ||| السوبرماركت ما عندوش الحق باش يرفض العرض متاع المسؤول باش يصلح الغلطة. ||| السوبرماركت عندو الحق باش يشري خبز بديل.,2,السوبرماركت ما عندوش الحق باش يرفض العرض متاع المسؤول باش يصلح الغلطة.
114,sociology::125,sociology,humanities/history,mmlu,ماركس گال بلي تطور الحركة العمالية من خلال الإنتاج فيي المصانع غادي يحول الطبقة العاملة ل:,,طبقة فيحد ذاتها ||| طبقة بوحدها ||| طبقة لنفسها ||| طبقة حاكمة,2,طبقة لنفسها
115,global_facts::50,global_facts,STEM/health,mmlu,حتى لسنة 2019، شكون اللي من المية في المية ديال الناس الي يقولوا باللازم تصدق ربي باش يكون عندك أخلاق ومبادئ مليحة؟,,59% ||| 69% ||| 79% ||| 89%,2,79%
116,islamic_studies::115,islamic_studies,islamic/moral,arabic_mmlu,دعا الله المؤمنين للعفو والصفح,,صحيح ||| غالط,0,صحيح
117,economics::135,economics,professional/civic,arabic_mmlu,الهولوغرام (التصوير المجسم) اللي يمثل شعار المملكة بختم بارز (طبقة فضية فيها قيمة الورقة النقدية بالأرقام) ويتغير لونها بألوان قوس قزح ملي نميلوها، يكون في الفئة: ,,الخمسين دينار ||| العشرين دينار ||| العشرة دنانير ||| الخمسة دنانير,1,العشرين دينار
118,natural_science::33,natural_science,STEM/health,arabic_mmlu,كيعتابر انجراف التربة من مظاهر التجوية.\n,,الجملة صحيحة ||| الجملة غالطة,1,الجملة غالطة
119,moral_disputes::46,moral_disputes,islamic/moral,mmlu,كاس كيتخوف بلي الناس الي مكلونين:,,غادي يتشافو كيف شي حاجة غريبة. ||| غادي يتقارنو مع الشخص الي تكلوناو منو. ||| الجوج الزوز ||| حتى وحدة فييهم,2,الجوج الزوز
120,islamic_studies::694,islamic_studies,islamic/moral,arabic_mmlu,ضوابط تزكية النفس,,الإخلاص والمشروعية ||| التوازن والاعتدال ||| الاستمرارية والدوام |||  كل شي الي تقال,3, كل شي الي تقال
121,philosophy::133,philosophy,humanities/history,mmlu,"ميل يعرف ""المنفعة"" بأنها:",,النفع فيشي صنعة. ||| النفع للمجتمع. ||| اللذة وغياب الألم. ||| كتعزز مصالح الجميع وما كتضرش حد.,2,اللذة وغياب الألم.
122,islamic_studies::2100,islamic_studies,islamic/moral,arabic_mmlu,	الإكثار من الصلاة على النبي وخاصة فينهار:,,الخميس ||| السبت ||| الاثنين ||| الجمعة,3,الجمعة
123,history::347,history,humanities/history,arabic_mmlu,أثرو بعض النتائج العسكرية فيأيام الحملة الفرنسية بالسلب على,,الفلاحة ||| الصناعة ||| التجارة ||| الدواوين,2,التجارة
124,security_studies::193,security_studies,professional/civic,mmlu,أشمن جملة من هاذا الجمل هي الي موشي كيف الخرين؟,,المؤسسات الي كتسهل إعادة إنتاج القيم الثقافية، كيف الكنايس والمدارس، يمكن تستعمل باش تتحكم وتقوي هاذا القيم الثقافية. ||| الاستراتيجيات السياسية والوطنية يمكن تستعملها الدولة باش تعزز المصالح الوطنية. ||| استخدام القوات العسكرية باش يطردو شي مجموعات اجتماعية من داخل الدولة. ||| الانفصال كيسمح لشي مجموعة مجتمعية باش تنسحب من كيان كبير فيين يمكن تكون مهددة بالتخفيف ولا التدمير.,2,استخدام القوات العسكرية باش يطردو شي مجموعات اجتماعية من داخل الدولة.
125,professional_law::1382,professional_law,professional/civic,mmlu,في واحد القضية جنائية، الحكومة خاصها تثبت بلي المتهم لصق طابع مطاطي فييه توقيعو على شي برايات مزورة تصيفطو للضحية. المتهم نكر بلي هو اللي طبع البرايات. ما كانش شي شهود شافو المتهم كيطبع البرايات. النيابة العامة حاولات تقدم واحد الزميل متاع الخدمة باش يشهد بلي المتهم كان عندو الطابع بوحدو وان كيستعملو مرة في النهار على 3 دالعشية باش يوقع البرايات اللي غادي يتصيفطو، ومن بعد كيرجعو للخزانة متاعو على طول. الزميل غادي يشهد بلي شاف المتهم كيستعمل الطابع بهاد الطريقة لسنين برشا. الدفاع اعترض خاطر هاذا الشي ما كيثبتش بلي المتهم عمل نفس الشي في التواريخ اللي فييها المشكل. حسب قوانين الإثبات الفيدرالية، شنوّة غادي يكون الحكم متاع المحكمة؟,,الشهادة ما مقبولاش خاطر الدليل على العادة ما مقبولش في القضايا الجنائية حسب قوانين الإثبات الفيدرالية. ||| الشهادة ما مقبولاش خاطر الدليل على العادة السابقة غير غادي يشتت انتباه لجنة المحلفين من القرار شنوّة المتهم فيعلا تصرف بهاد الطريقة في التواريخ المحددة. ||| الشهادة مقبولة خاطر كتثبت بلي المتهم هو الوحيد اللي ممكن يكون استعمل الطابع. ||| الشهادة مقبولة خاطر العادة والروتين مقبولين كدليل حسب قوانين الإثبات الفيدرالية.,3,الشهادة مقبولة خاطر العادة والروتين مقبولين كدليل حسب قوانين الإثبات الفيدرالية.
126,high_school_psychology::340,high_school_psychology,humanities/history,mmlu,واحد التلميذ عندو 10 سنين تزاد فيبلاد ما كيتكلموش فييها الإنجليزية تحال باش يمكن يدخل للتربية الخاصة على حساب العلامات المنخفضة الي جاب في الامتحان الجماعي متاع المديرية. هاذا التلميذ جاب علامات عالية في الامتحان متاع الإنجليزية متاع المديرية. من بين هاذا الطرق متاع التقييم التشخيصي، الطريقة المناسبة أكثر هي الي,,كتستعمل مترجم يعرف مزيان اللغة متاع البلاد فيين تزاد التلميذ ||| كتستعمل النتائج متاع على الأقل زوز متاع الاختبارات متاع الذكاء باللغة الإنجليزية ||| كتاخذ بعين الاعتبار السلوك الاجتماعي الثقافي والتكيفي في العملية متاع تحديد المهارات والقدرات ||| كتشمل مقابلات مع الوالدين وملاحظات في القسم بالإضافة للنتائج متاع اختبار الذكاء,2,كتاخذ بعين الاعتبار السلوك الاجتماعي الثقافي والتكيفي في العملية متاع تحديد المهارات والقدرات
127,high_school_statistics::208,high_school_statistics,STEM/health,mmlu,واحد العضو فيلجنة المدرسة كيدافع على زيادة في الضريبة متاع لمازوط باش يدعم نظام المدارس في المقاطعة. الجريدة المحلية دارت استطلاع للرأي مع سكان المقاطعة باش تشوف قدّاش كيدعمو هاذا الزيادة. شكون هوما الناس اللي معنيين هنا؟,,غا الدراري اللي فيسن التمدرس ||| جميع سكان المقاطعة ||| غا سكان المقاطعة اللي عندهم ولاد فيسن التمدرس ||| غا سكان المقاطعة اللي عندهم ولاد فينظام مدارس المقاطعة,1,جميع سكان المقاطعة
128,computer_science::368,computer_science,STEM/health,arabic_mmlu,الغاية متاع الأحجية الأولى في ماين كرافت هي توصل للبطة. ,,صحيح ||| غلط,0,صحيح
129,arabic_language_(general)::27,arabic_language_(general),language,arabic_mmlu,"قرا القصة القصيرة هادي وعاود اختار الجواب المناسب ل [فيراغ] اللي كيكمل الجملة بشكل صحيح
 الفكرة الرئيسية متاع النص هي [فيراغ].",كانو العرب قديما كيسميو القصة بعدة أسامي، كيف: الحديث، والخبر، والسمر، والخرافة، وأقدم قصص عربية مكتوبة هي اللي جابها القرآن على الأمم البائدة، باش يسلي النبي، ويأكد صدق نبوتو، حتى إلا كان عند العرب قبل الإسلام قصصهم اللي كانت كتروى شفويا. اهتمو المسلمين بالقصص القرآنية وتفسيرها؛ حتى أن معاوية بن أبي سفيان جاب القصاص لقصرو وحثهم على كتابة قصصهم، وانتشرات القصص العربية والمعربة في العصر العباسي. القصة في الوقت الحالي تعرف بأنها سرد حكائي لمجموعة مترابطة متاع الأحداث عندها بداية ووسط ونهاية، كيربطها الكاتب ببعضها من خلال اختيار الكلمات اللي كيعبر بيها على إحساس شخصي، ولا مشكلة سائدة في المجتمع، ويمكن تكون عندها أهداف تعليمية ولا معرفية ولا فينية. عناصر القصة هي الفكرة والمغزى وهو الدرس ولا العبرة اللي بغا الكاتب نتعلموها، أما الأحداث فيهي مجموعة متاع الأفعال المرتبة ترتيب سببي، وتدور حول موضوع معين، كتصور الشخصية وتبين الصراع متاعها مع الشخصيات الأخرى، وتحقق وحدة الحدث منين كيجاوب الكاتب على أربعة أسئلة هي: كيفاش وفين وفوقاش وعلاش وقع الحدث؟، أما العقدة ولا الحبكة وهي مجموعة متاع الأحداث مرتبطة زمنيا، ومعيار الحبكة المزيانة هو الوحدة متاعها، ويختار الكاتب الشخصيات من الحياة عادة، ويحرص على عرضها واضحة من خلال الوصف الجسمي من طول وقصر وسمنة ونحافة وواش هو ذكر ولا أنثى والعيوب متاعو، والوصف الاجتماعي ويتمثل فيانتماء الشخصية لطبقة اجتماعية معينة، وشنو كيدير من شغل، والظروف اللي كتأثر فيحياتو، والدين متاعو وجنسيتو وهواياتو، ومن بعد الوصف النفسي من ناحية الاستعداد والسلوك من رغبات وآمال وعزيمة وفكر، ومزاج الشخصية من انفعال وهدوء وانطواء ولا انبساط، أما البيئة (المكانية والزمانية) فيكتعتبر الوسط الطبيعي اللي كتجري فييه الأحداث وتتحرك فييه الشخصيات ضمن بيئة مكانية وزمانية كتمارس وجودها، والبيئة يمكن تكون حقيقية ويمكن تكون خيالية.,أهداف القصة ||| مكونات القصة ||| أنواع القصص ||| القصة العربية,3,القصة العربية
130,islamic_studies::1994,islamic_studies,islamic/moral,arabic_mmlu,"اول انسان خلقو الله تعالى, واول نبي هو....",,سيدنا آدم ||| سيدنا نوح ||| سیدنا ابراهیم,0,سيدنا آدم
131,arabic_language_(grammar)::7,arabic_language_(grammar),language,arabic_mmlu,"في الآية القرآنية ﴿إن الله وملائكته يصلون على النبي﴾ ، شنوّة هو الإعراب الصحيح متاع كلمة
ون",,ضمير متصل في محل رفع فياعل ||| حرف عطف ||| اسم معطوف منصوب وعلامة نصبو الفتحة ||| حرف توكيد ونصب ||| اسم إن منصوب وعلامة نصبو الفتحة,0,ضمير متصل في محل رفع فياعل
132,high_school_geography::74,high_school_geography,humanities/history,mmlu,شنوّة هي الجملة الي ما كتوصفش بصح الشركات العابرة للقارات؟,,برشا متاع الشركات العابرة للقارات كيخدمو فيمجالات الإلكترونيات والكيماويات والأدوية والبترول. ||| معظم الشركات العابرة للقارات كتنتج وتبيع السلع المصنعة. ||| معظم الشركات العابرة للقارات عندهم المقر الرئيسي في الولايات المتحدة واليابان والاتحاد الأوروبي. ||| الشركات العابرة للقارات كيتحكمو فييهم عموما الحكومات الأجنبية.,3,الشركات العابرة للقارات كيتحكمو فييهم عموما الحكومات الأجنبية.
133,arabic_language_(general)::509,arabic_language_(general),language,arabic_mmlu,"قرا النص القصير التالي وختار الجواب المناسب ل [فيراغ] اللي كيكمل الجملة بشكل صحيح
 المقصود بقولو (أعطى القرآن بعض الألفاظ العربية القديمة معانى جديدة) [فيراغ].",العربية الفصحى وتأثيرها نشأت اللغة العربية في جزيرة العرب قبل الإسلام، وانو العرب قبائل متفرقة، وان عند بعض القبائل لهجات خاصة بيها، وانت الاختلافات قليلة بين هاديك اللهجات، وانت عند العرب لغة مشتركة، وهي اللغة العربية الفصيحة، قال الله تعالى ﴿إنا أنزلناه قرآنا عربيا لعلكم تعقلون﴾. عطى القرآن الكريم بعض الألفاظ العربية القديمة معاني جديدة، وجا بأساليب جديدة ما عرفاتهاش العربية من قبل، وان القرآن سبب في نشأة علوم اللغة العربية؛ كالنحو والصرف والبلاغة والعلوم الإسلامية، كعلم التفسير والحديث والفقه. أثرت اللغة العربية في لغات الشعوب الإسلامية، كالفارسية والأردية والسواحلية، فيأعطاتها برشا متاع الألفاظ، وتكتبات برشا من هاديك اللغات بالحرف العربي، وخدات لغات أخرى بعض الألفاظ العربية كيف الإنجليزية، والفرنسية والإسبانية.,بلي القرآن جعل لبعض الألفاظ العربية القديمة معاني جديدة ||| بلي القرآن جعل لبعض الألفاظ العربية القديمة ألفاظ جديدة ||| بلي القرآن جعل لبعض الألفاظ العربية القديمة معاني قديمة,0,بلي القرآن جعل لبعض الألفاظ العربية القديمة معاني جديدة
134,philosophy::147,philosophy,humanities/history,mmlu,الجماليات كتعامل مع الحوايج الي هوما_____.,,ضروريين لحياتنا ||| موشي مهمين لبزاف متاع الناس ||| موشي ضروريين لحياتنا ||| نادرا ما كنشوفوهم,2,موشي ضروريين لحياتنا
135,geography::237,geography,humanities/history,arabic_mmlu,وقوع فييضانات مدمرة علامة على :,,تغيير مستوى سطح البحر ||| تدهور التربة ||| تدهور الموارد المائية ||| تغيير نمط الشتا,3,تغيير نمط الشتا
136,computer_science::84,computer_science,STEM/health,arabic_mmlu,كان الي القيمة متاع قطعة الحركة سالبة، الجسم يتقدم لقدام. ,,صحيح ||| غلط,1,غلط
137,general_knowledge::71,general_knowledge,professional/civic,arabic_mmlu,يمكن تحسين تغذية اليافعي باتباع: ,,كلان الوجبات الرئيسية الثلاثة وتأكيد على أهمية كلان الفطور في الصباح ||| الزيادة من كلان الماكلة الغنية بالألياف ||| الزيادة من الدهون والحلويات ||| كلان الماكلة المكشوفة,0,كلان الوجبات الرئيسية الثلاثة وتأكيد على أهمية كلان الفطور في الصباح
138,management::89,management,professional/civic,mmlu,شكون من هاذا الناس هو الخيري الصناعي؟,,فيريدريك تايلور ||| سيبوم راونتري ||| هنري فيورد ||| ماكس ويبر,1,سيبوم راونتري
139,biology::366,biology,STEM/health,arabic_mmlu,كتوقع عملية النسخ فتصنيع البروتين وين كيتكون معقد بدء النسخ وهادشي فخطوة كيتسما,,بدء النسخ ||| استطالة النسخ ||| نهاية النسخ ||| معالجة RNA,0,بدء النسخ
140,general_knowledge::922,general_knowledge,professional/civic,arabic_mmlu,من الأغذية الرئيسية اللي كتساعد الجسم على النمو والبناء ....... ,,الفواكه ||| القطاني ||| الزيت ||| الحليب,3,الحليب
141,history::496,history,humanities/history,arabic_mmlu,"الشخصية ""رئيس الوزراء"" اللي رافقات سمو الأمير عبدالله ولد الحسين لبريطانيا باش يكملو إجراءات الاستقلال هي:",,حسين الطراونة ||| رشيد طليع ||| ابراهيم هاشم ||| راضي عناب,2,ابراهيم هاشم
142,high_school_world_history::149,high_school_world_history,humanities/history,mmlu,"هاذا السؤال كيتعلق بالمعلومات التالية.
""المشكل الحقيقي متاع الخدام هو عدم الأمان في الحياة متاعو؛ موشي متأكد بلي غادي يكون عندو خدمة ديما، موشي متأكد بلي غادي يبقى صحيح ديما، ويتوقع بلي واحد النهار غادي يولي كبير وما غاديش يقدر يخدم. إلا طاح في الفقر، حتى إلا كان غير بسباب مرض طويل، كيولي عاجز تماما، معتامد على راسو، والمجتمع ما كيعترفش حاليا بأي التزام حقيقي تجاهو غير المساعدة العادية للفقراء، حتى إلا كان خدام طول الوقت بكل أمانة واجتهاد. المساعدة العادية للفقراء، مع ذلك، فييها برشا متاع النواقص، خاصة في المدن الكبيرة، فيين هي أسوأ بكثير من القرية.""
أوتو فيون بسمارك، 1884
كيفاش الاقتصادي متاع القرن العشرين جون ماينارد كينز غادي يقترح على المجتمع باش يتعامل مع تقييم أوتو فيون بسمارك للخدامة فيألمانيا؟",,كينز غادي يوصي بتدخل الحكومة باش تحافظ على الطلب الكلي. ||| كينز غادي يقترح مساعدة الخدامة المسنين، أما غادي يقول بلي الحكومة ما خصهاش تتدخل فيمعظم الحالات. ||| كينز غادي يحذر من تدخل الحكومة في الأمور الاقتصادية الشخصية. ||| كينز غادي يدعم عدم دير والو خاطر كان كيحس بلي الفقر في المناطق القروية كان في الحقيقة أكثر خطورة من المدن.,0,كينز غادي يوصي بتدخل الحكومة باش تحافظ على الطلب الكلي.
143,physics::230,physics,STEM/health,arabic_mmlu,ملي كنستعملو جهاز الفولتميتر في القياس كنوصلوه مع الدائرة,,على حساب الشكل ||| على التوالي ||| على حساب اتجاه التيار ||| على التوازي,1,على التوالي
144,general_knowledge::101,general_knowledge,professional/civic,arabic_mmlu,كتعتبر درنات البطاطا متخصصة فيتخزين المواد .......,,الكربوهيدرات ||| البروتينات ||| الفيتامينات ||| الكبريتية,0,الكربوهيدرات
145,public_relations::10,public_relations,professional/civic,mmlu,شكون هي المنظمة متاع الحرب العالمية الأولى الي دخلات الحملات الإعلامية اللامركزية باش تحرك الرأي العام الأمريكي لدعم الحرب؟,,لجنة كريل ||| الصليب الأحمر ||| مجلس العلاقات العامة ||| مكتب معلومات الحرب,0,لجنة كريل
146,math::88,math,STEM/health,arabic_mmlu,سلمى عندها 3 د العلب. فيكل علبة 7 د الأكياس، فيكل كيس 100 بالونة. قدّاش من بالونة فما؟,,21 ||| 210 ||| 2100,2,2100
