item_id,cfg,source,flag,severity
computer_science::309,computer_science,arabic_mmlu,False,clean
computer_science::310,computer_science,arabic_mmlu,False,clean
computer_science::311,computer_science,arabic_mmlu,False,clean
computer_science::312,computer_science,arabic_mmlu,True,morphological
computer_science::313,computer_science,arabic_mmlu,False,clean
computer_science::314,computer_science,arabic_mmlu,False,clean
computer_science::315,computer_science,arabic_mmlu,False,clean
computer_science::316,computer_science,arabic_mmlu,True,morphological
computer_science::317,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::318,computer_science,arabic_mmlu,True,morphological
computer_science::319,computer_science,arabic_mmlu,False,clean
computer_science::320,computer_science,arabic_mmlu,False,clean
computer_science::321,computer_science,arabic_mmlu,False,clean
computer_science::322,computer_science,arabic_mmlu,False,clean
computer_science::323,computer_science,arabic_mmlu,False,clean
computer_science::324,computer_science,arabic_mmlu,True,morphological
computer_science::325,computer_science,arabic_mmlu,False,clean
computer_science::326,computer_science,arabic_mmlu,False,clean
computer_science::327,computer_science,arabic_mmlu,False,clean
computer_science::328,computer_science,arabic_mmlu,False,clean
computer_science::329,computer_science,arabic_mmlu,False,clean
computer_science::330,computer_science,arabic_mmlu,False,clean
computer_science::331,computer_science,arabic_mmlu,False,clean
computer_science::332,computer_science,arabic_mmlu,False,clean
computer_science::333,computer_science,arabic_mmlu,False,clean
computer_science::334,computer_science,arabic_mmlu,False,clean
computer_science::335,computer_science,arabic_mmlu,False,clean
computer_science::336,computer_science,arabic_mmlu,True,morphological
computer_science::337,computer_science,arabic_mmlu,True,morphological
computer_science::338,computer_science,arabic_mmlu,False,clean
computer_science::339,computer_science,arabic_mmlu,False,clean
computer_science::340,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::341,computer_science,arabic_mmlu,False,clean
computer_science::342,computer_science,arabic_mmlu,False,clean
computer_science::343,computer_science,arabic_mmlu,False,clean
computer_science::344,computer_science,arabic_mmlu,False,clean
computer_science::345,computer_science,arabic_mmlu,False,clean
computer_science::346,computer_science,arabic_mmlu,False,clean
computer_science::347,computer_science,arabic_mmlu,False,clean
computer_science::348,computer_science,arabic_mmlu,False,clean
computer_science::349,computer_science,arabic_mmlu,False,clean
computer_science::350,computer_science,arabic_mmlu,False,clean
computer_science::351,computer_science,arabic_mmlu,False,clean
computer_science::352,computer_science,arabic_mmlu,False,clean
computer_science::353,computer_science,arabic_mmlu,False,clean
computer_science::354,computer_science,arabic_mmlu,False,clean
computer_science::355,computer_science,arabic_mmlu,False,clean
computer_science::356,computer_science,arabic_mmlu,False,clean
computer_science::357,computer_science,arabic_mmlu,True,morphological
computer_science::358,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::359,computer_science,arabic_mmlu,False,clean
computer_science::360,computer_science,arabic_mmlu,False,clean
computer_science::361,computer_science,arabic_mmlu,False,clean
computer_science::362,computer_science,arabic_mmlu,False,clean
computer_science::363,computer_science,arabic_mmlu,False,clean
computer_science::364,computer_science,arabic_mmlu,False,clean
computer_science::365,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::366,computer_science,arabic_mmlu,False,clean
computer_science::367,computer_science,arabic_mmlu,False,clean
computer_science::368,computer_science,arabic_mmlu,False,clean
computer_science::369,computer_science,arabic_mmlu,False,clean
computer_science::370,computer_science,arabic_mmlu,False,clean
computer_science::371,computer_science,arabic_mmlu,False,clean
computer_science::372,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::373,computer_science,arabic_mmlu,False,clean
computer_science::374,computer_science,arabic_mmlu,False,clean
computer_science::375,computer_science,arabic_mmlu,False,clean
computer_science::376,computer_science,arabic_mmlu,False,clean
computer_science::377,computer_science,arabic_mmlu,False,clean
computer_science::378,computer_science,arabic_mmlu,False,clean
computer_science::379,computer_science,arabic_mmlu,False,clean
computer_science::380,computer_science,arabic_mmlu,False,clean
computer_science::381,computer_science,arabic_mmlu,False,clean
computer_science::382,computer_science,arabic_mmlu,False,clean
computer_science::383,computer_science,arabic_mmlu,False,clean
computer_science::384,computer_science,arabic_mmlu,False,clean
computer_science::385,computer_science,arabic_mmlu,False,clean
computer_science::386,computer_science,arabic_mmlu,False,clean
computer_science::387,computer_science,arabic_mmlu,False,clean
computer_science::388,computer_science,arabic_mmlu,False,clean
computer_science::389,computer_science,arabic_mmlu,False,clean
computer_science::390,computer_science,arabic_mmlu,False,clean
computer_science::391,computer_science,arabic_mmlu,False,clean
computer_science::392,computer_science,arabic_mmlu,False,clean
computer_science::393,computer_science,arabic_mmlu,False,clean
computer_science::394,computer_science,arabic_mmlu,False,clean
computer_science::395,computer_science,arabic_mmlu,False,clean
computer_science::396,computer_science,arabic_mmlu,False,clean
computer_science::397,computer_science,arabic_mmlu,False,clean
computer_science::398,computer_science,arabic_mmlu,False,clean
computer_science::399,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::400,computer_science,arabic_mmlu,False,clean
computer_science::401,computer_science,arabic_mmlu,False,clean
computer_science::402,computer_science,arabic_mmlu,False,clean
computer_science::403,computer_science,arabic_mmlu,False,clean
computer_science::404,computer_science,arabic_mmlu,False,clean
computer_science::405,computer_science,arabic_mmlu,False,clean
computer_science::406,computer_science,arabic_mmlu,False,clean
computer_science::407,computer_science,arabic_mmlu,False,clean
computer_science::408,computer_science,arabic_mmlu,False,clean
computer_science::409,computer_science,arabic_mmlu,False,clean
computer_science::410,computer_science,arabic_mmlu,False,clean
computer_science::411,computer_science,arabic_mmlu,False,clean
computer_science::412,computer_science,arabic_mmlu,False,clean
computer_science::413,computer_science,arabic_mmlu,False,clean
computer_science::414,computer_science,arabic_mmlu,False,clean
computer_science::415,computer_science,arabic_mmlu,False,clean
computer_science::416,computer_science,arabic_mmlu,False,clean
computer_science::417,computer_science,arabic_mmlu,False,clean
computer_science::418,computer_science,arabic_mmlu,False,clean
computer_science::419,computer_science,arabic_mmlu,False,clean
computer_science::420,computer_science,arabic_mmlu,False,clean
computer_science::421,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::422,computer_science,arabic_mmlu,False,clean
computer_science::423,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::424,computer_science,arabic_mmlu,False,clean
computer_science::425,computer_science,arabic_mmlu,False,clean
computer_science::426,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::427,computer_science,arabic_mmlu,False,clean
computer_science::428,computer_science,arabic_mmlu,False,clean
computer_science::429,computer_science,arabic_mmlu,False,clean
computer_science::430,computer_science,arabic_mmlu,False,clean
computer_science::431,computer_science,arabic_mmlu,False,clean
computer_science::432,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::433,computer_science,arabic_mmlu,False,clean
computer_science::434,computer_science,arabic_mmlu,False,clean
computer_science::435,computer_science,arabic_mmlu,False,clean
computer_science::436,computer_science,arabic_mmlu,False,clean
computer_science::437,computer_science,arabic_mmlu,False,clean
computer_science::438,computer_science,arabic_mmlu,False,clean
computer_science::439,computer_science,arabic_mmlu,False,clean
computer_science::440,computer_science,arabic_mmlu,False,clean
computer_science::441,computer_science,arabic_mmlu,False,clean
computer_science::442,computer_science,arabic_mmlu,False,clean
computer_science::443,computer_science,arabic_mmlu,False,clean
computer_science::444,computer_science,arabic_mmlu,False,clean
computer_science::445,computer_science,arabic_mmlu,False,clean
computer_science::446,computer_science,arabic_mmlu,False,clean
computer_science::447,computer_science,arabic_mmlu,False,clean
computer_science::448,computer_science,arabic_mmlu,False,clean
computer_science::449,computer_science,arabic_mmlu,False,clean
computer_science::450,computer_science,arabic_mmlu,False,clean
computer_science::451,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::452,computer_science,arabic_mmlu,False,clean
computer_science::453,computer_science,arabic_mmlu,False,clean
computer_science::454,computer_science,arabic_mmlu,False,clean
computer_science::455,computer_science,arabic_mmlu,False,clean
computer_science::456,computer_science,arabic_mmlu,False,clean
computer_science::457,computer_science,arabic_mmlu,False,clean
computer_science::458,computer_science,arabic_mmlu,False,clean
computer_science::459,computer_science,arabic_mmlu,False,clean
computer_science::460,computer_science,arabic_mmlu,False,clean
computer_science::461,computer_science,arabic_mmlu,False,clean
computer_science::462,computer_science,arabic_mmlu,False,clean
computer_science::463,computer_science,arabic_mmlu,False,clean
computer_science::464,computer_science,arabic_mmlu,False,clean
computer_science::465,computer_science,arabic_mmlu,False,clean
computer_science::466,computer_science,arabic_mmlu,False,clean
computer_science::467,computer_science,arabic_mmlu,False,clean
computer_science::468,computer_science,arabic_mmlu,False,clean
computer_science::469,computer_science,arabic_mmlu,False,clean
computer_science::470,computer_science,arabic_mmlu,False,clean
computer_science::471,computer_science,arabic_mmlu,False,clean
computer_science::472,computer_science,arabic_mmlu,False,clean
computer_science::473,computer_science,arabic_mmlu,False,clean
computer_science::474,computer_science,arabic_mmlu,False,clean
computer_science::475,computer_science,arabic_mmlu,False,clean
computer_science::476,computer_science,arabic_mmlu,False,clean
computer_science::477,computer_science,arabic_mmlu,False,clean
computer_science::478,computer_science,arabic_mmlu,False,clean
computer_science::479,computer_science,arabic_mmlu,False,clean
computer_science::480,computer_science,arabic_mmlu,False,clean
computer_science::481,computer_science,arabic_mmlu,False,clean
computer_science::482,computer_science,arabic_mmlu,False,clean
computer_science::483,computer_science,arabic_mmlu,False,clean
computer_science::484,computer_science,arabic_mmlu,False,clean
computer_science::485,computer_science,arabic_mmlu,True,morphological
computer_science::486,computer_science,arabic_mmlu,False,clean
computer_science::487,computer_science,arabic_mmlu,False,clean
computer_science::488,computer_science,arabic_mmlu,False,clean
computer_science::489,computer_science,arabic_mmlu,False,clean
computer_science::490,computer_science,arabic_mmlu,False,clean
computer_science::491,computer_science,arabic_mmlu,False,clean
computer_science::492,computer_science,arabic_mmlu,True,morphological
computer_science::493,computer_science,arabic_mmlu,False,clean
computer_science::494,computer_science,arabic_mmlu,False,clean
computer_science::495,computer_science,arabic_mmlu,False,clean
computer_science::496,computer_science,arabic_mmlu,False,clean
computer_science::497,computer_science,arabic_mmlu,False,clean
computer_science::498,computer_science,arabic_mmlu,False,clean
computer_science::499,computer_science,arabic_mmlu,True,morphological
computer_science::500,computer_science,arabic_mmlu,False,clean
computer_science::501,computer_science,arabic_mmlu,False,clean
computer_science::502,computer_science,arabic_mmlu,False,clean
computer_science::503,computer_science,arabic_mmlu,False,clean
computer_science::504,computer_science,arabic_mmlu,False,clean
computer_science::505,computer_science,arabic_mmlu,False,clean
computer_science::506,computer_science,arabic_mmlu,False,clean
computer_science::507,computer_science,arabic_mmlu,False,clean
computer_science::508,computer_science,arabic_mmlu,False,clean
computer_science::509,computer_science,arabic_mmlu,False,clean
computer_science::510,computer_science,arabic_mmlu,False,clean
computer_science::511,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::512,computer_science,arabic_mmlu,False,clean
computer_science::513,computer_science,arabic_mmlu,False,clean
computer_science::514,computer_science,arabic_mmlu,False,clean
computer_science::515,computer_science,arabic_mmlu,False,clean
computer_science::516,computer_science,arabic_mmlu,False,clean
computer_science::517,computer_science,arabic_mmlu,False,clean
computer_science::518,computer_science,arabic_mmlu,False,clean
computer_science::519,computer_science,arabic_mmlu,False,clean
computer_science::520,computer_science,arabic_mmlu,False,clean
computer_science::521,computer_science,arabic_mmlu,False,clean
computer_science::522,computer_science,arabic_mmlu,False,clean
computer_science::523,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::524,computer_science,arabic_mmlu,False,clean
computer_science::525,computer_science,arabic_mmlu,False,clean
computer_science::526,computer_science,arabic_mmlu,False,clean
computer_science::527,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::528,computer_science,arabic_mmlu,False,clean
computer_science::529,computer_science,arabic_mmlu,False,clean
computer_science::530,computer_science,arabic_mmlu,False,clean
computer_science::531,computer_science,arabic_mmlu,False,clean
computer_science::532,computer_science,arabic_mmlu,False,clean
computer_science::533,computer_science,arabic_mmlu,False,clean
computer_science::534,computer_science,arabic_mmlu,False,clean
computer_science::535,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::536,computer_science,arabic_mmlu,False,clean
computer_science::537,computer_science,arabic_mmlu,False,clean
computer_science::538,computer_science,arabic_mmlu,False,clean
computer_science::539,computer_science,arabic_mmlu,True,lexical_or_artifact
computer_science::540,computer_science,arabic_mmlu,False,clean
computer_science::541,computer_science,arabic_mmlu,False,clean
driving_test::0,driving_test,arabic_mmlu,False,clean
driving_test::1,driving_test,arabic_mmlu,True,morphological
driving_test::2,driving_test,arabic_mmlu,False,clean
driving_test::3,driving_test,arabic_mmlu,False,clean
driving_test::4,driving_test,arabic_mmlu,True,morphological
driving_test::5,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::6,driving_test,arabic_mmlu,False,clean
driving_test::7,driving_test,arabic_mmlu,False,clean
driving_test::8,driving_test,arabic_mmlu,True,morphological
driving_test::9,driving_test,arabic_mmlu,True,morphological
driving_test::10,driving_test,arabic_mmlu,False,clean
driving_test::11,driving_test,arabic_mmlu,True,morphological
driving_test::12,driving_test,arabic_mmlu,True,morphological
driving_test::13,driving_test,arabic_mmlu,False,clean
driving_test::14,driving_test,arabic_mmlu,True,morphological
driving_test::15,driving_test,arabic_mmlu,False,clean
driving_test::16,driving_test,arabic_mmlu,True,morphological
driving_test::17,driving_test,arabic_mmlu,False,clean
driving_test::18,driving_test,arabic_mmlu,True,morphological
driving_test::19,driving_test,arabic_mmlu,False,clean
driving_test::20,driving_test,arabic_mmlu,False,clean
driving_test::21,driving_test,arabic_mmlu,True,morphological
driving_test::22,driving_test,arabic_mmlu,False,clean
driving_test::23,driving_test,arabic_mmlu,False,clean
driving_test::24,driving_test,arabic_mmlu,False,clean
driving_test::25,driving_test,arabic_mmlu,True,morphological
driving_test::26,driving_test,arabic_mmlu,False,clean
driving_test::27,driving_test,arabic_mmlu,False,clean
driving_test::28,driving_test,arabic_mmlu,True,morphological
driving_test::29,driving_test,arabic_mmlu,True,morphological
driving_test::30,driving_test,arabic_mmlu,False,clean
driving_test::31,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::32,driving_test,arabic_mmlu,False,clean
driving_test::33,driving_test,arabic_mmlu,False,clean
driving_test::34,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::35,driving_test,arabic_mmlu,False,clean
driving_test::36,driving_test,arabic_mmlu,False,clean
driving_test::37,driving_test,arabic_mmlu,False,clean
driving_test::38,driving_test,arabic_mmlu,False,clean
driving_test::39,driving_test,arabic_mmlu,True,morphological
driving_test::40,driving_test,arabic_mmlu,False,clean
driving_test::41,driving_test,arabic_mmlu,False,clean
driving_test::42,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::43,driving_test,arabic_mmlu,False,clean
driving_test::44,driving_test,arabic_mmlu,True,morphological
driving_test::45,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::46,driving_test,arabic_mmlu,True,morphological
driving_test::47,driving_test,arabic_mmlu,False,clean
driving_test::48,driving_test,arabic_mmlu,True,morphological
driving_test::49,driving_test,arabic_mmlu,False,clean
driving_test::50,driving_test,arabic_mmlu,True,morphological
driving_test::51,driving_test,arabic_mmlu,True,morphological
driving_test::52,driving_test,arabic_mmlu,True,morphological
driving_test::53,driving_test,arabic_mmlu,False,clean
driving_test::54,driving_test,arabic_mmlu,True,morphological
driving_test::55,driving_test,arabic_mmlu,True,morphological
driving_test::56,driving_test,arabic_mmlu,False,clean
driving_test::57,driving_test,arabic_mmlu,True,morphological
driving_test::58,driving_test,arabic_mmlu,True,morphological
driving_test::59,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::60,driving_test,arabic_mmlu,False,clean
driving_test::61,driving_test,arabic_mmlu,False,clean
driving_test::62,driving_test,arabic_mmlu,True,morphological
driving_test::63,driving_test,arabic_mmlu,False,clean
driving_test::64,driving_test,arabic_mmlu,False,clean
driving_test::65,driving_test,arabic_mmlu,False,clean
driving_test::66,driving_test,arabic_mmlu,False,clean
driving_test::67,driving_test,arabic_mmlu,True,morphological
driving_test::68,driving_test,arabic_mmlu,True,morphological
driving_test::69,driving_test,arabic_mmlu,True,morphological
driving_test::70,driving_test,arabic_mmlu,False,clean
driving_test::71,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::72,driving_test,arabic_mmlu,False,clean
driving_test::73,driving_test,arabic_mmlu,False,clean
driving_test::74,driving_test,arabic_mmlu,False,clean
driving_test::75,driving_test,arabic_mmlu,True,morphological
driving_test::76,driving_test,arabic_mmlu,False,clean
driving_test::77,driving_test,arabic_mmlu,False,clean
driving_test::78,driving_test,arabic_mmlu,True,morphological
driving_test::79,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::80,driving_test,arabic_mmlu,False,clean
driving_test::81,driving_test,arabic_mmlu,True,morphological
driving_test::82,driving_test,arabic_mmlu,False,clean
driving_test::83,driving_test,arabic_mmlu,True,morphological
driving_test::84,driving_test,arabic_mmlu,True,morphological
driving_test::85,driving_test,arabic_mmlu,False,clean
driving_test::86,driving_test,arabic_mmlu,False,clean
driving_test::87,driving_test,arabic_mmlu,True,morphological
driving_test::88,driving_test,arabic_mmlu,False,clean
driving_test::89,driving_test,arabic_mmlu,True,morphological
driving_test::90,driving_test,arabic_mmlu,False,clean
driving_test::91,driving_test,arabic_mmlu,False,clean
driving_test::92,driving_test,arabic_mmlu,True,morphological
driving_test::93,driving_test,arabic_mmlu,False,clean
driving_test::94,driving_test,arabic_mmlu,False,clean
driving_test::95,driving_test,arabic_mmlu,True,morphological
driving_test::96,driving_test,arabic_mmlu,False,clean
driving_test::97,driving_test,arabic_mmlu,False,clean
driving_test::98,driving_test,arabic_mmlu,False,clean
driving_test::99,driving_test,arabic_mmlu,True,morphological
driving_test::100,driving_test,arabic_mmlu,False,clean
driving_test::101,driving_test,arabic_mmlu,True,morphological
driving_test::102,driving_test,arabic_mmlu,False,clean
driving_test::103,driving_test,arabic_mmlu,True,morphological
driving_test::104,driving_test,arabic_mmlu,False,clean
driving_test::105,driving_test,arabic_mmlu,True,morphological
driving_test::106,driving_test,arabic_mmlu,False,clean
driving_test::107,driving_test,arabic_mmlu,False,clean
driving_test::108,driving_test,arabic_mmlu,True,morphological
driving_test::109,driving_test,arabic_mmlu,False,clean
driving_test::110,driving_test,arabic_mmlu,False,clean
driving_test::111,driving_test,arabic_mmlu,True,morphological
driving_test::112,driving_test,arabic_mmlu,False,clean
driving_test::113,driving_test,arabic_mmlu,False,clean
driving_test::114,driving_test,arabic_mmlu,False,clean
driving_test::115,driving_test,arabic_mmlu,True,morphological
driving_test::116,driving_test,arabic_mmlu,False,clean
driving_test::117,driving_test,arabic_mmlu,False,clean
driving_test::118,driving_test,arabic_mmlu,False,clean
driving_test::119,driving_test,arabic_mmlu,False,clean
driving_test::120,driving_test,arabic_mmlu,False,clean
driving_test::121,driving_test,arabic_mmlu,False,clean
driving_test::122,driving_test,arabic_mmlu,False,clean
driving_test::123,driving_test,arabic_mmlu,False,clean
driving_test::124,driving_test,arabic_mmlu,False,clean
driving_test::125,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::126,driving_test,arabic_mmlu,False,clean
driving_test::127,driving_test,arabic_mmlu,True,morphological
driving_test::128,driving_test,arabic_mmlu,False,clean
driving_test::129,driving_test,arabic_mmlu,True,morphological
driving_test::130,driving_test,arabic_mmlu,False,clean
driving_test::131,driving_test,arabic_mmlu,True,morphological
driving_test::132,driving_test,arabic_mmlu,False,clean
driving_test::133,driving_test,arabic_mmlu,False,clean
driving_test::134,driving_test,arabic_mmlu,False,clean
driving_test::135,driving_test,arabic_mmlu,True,morphological
driving_test::136,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::137,driving_test,arabic_mmlu,True,morphological
driving_test::138,driving_test,arabic_mmlu,False,clean
driving_test::139,driving_test,arabic_mmlu,False,clean
driving_test::140,driving_test,arabic_mmlu,False,clean
driving_test::141,driving_test,arabic_mmlu,True,morphological
driving_test::142,driving_test,arabic_mmlu,True,morphological
driving_test::143,driving_test,arabic_mmlu,True,morphological
driving_test::144,driving_test,arabic_mmlu,True,morphological
driving_test::145,driving_test,arabic_mmlu,False,clean
driving_test::146,driving_test,arabic_mmlu,False,clean
driving_test::147,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::148,driving_test,arabic_mmlu,True,morphological
driving_test::149,driving_test,arabic_mmlu,False,clean
driving_test::150,driving_test,arabic_mmlu,False,clean
driving_test::151,driving_test,arabic_mmlu,True,morphological
driving_test::152,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::153,driving_test,arabic_mmlu,True,morphological
driving_test::154,driving_test,arabic_mmlu,True,morphological
driving_test::155,driving_test,arabic_mmlu,True,morphological
driving_test::156,driving_test,arabic_mmlu,True,morphological
driving_test::157,driving_test,arabic_mmlu,True,morphological
driving_test::158,driving_test,arabic_mmlu,True,morphological
driving_test::159,driving_test,arabic_mmlu,True,morphological
driving_test::160,driving_test,arabic_mmlu,True,morphological
driving_test::161,driving_test,arabic_mmlu,True,morphological
driving_test::162,driving_test,arabic_mmlu,True,morphological
driving_test::163,driving_test,arabic_mmlu,False,clean
driving_test::164,driving_test,arabic_mmlu,True,morphological
driving_test::165,driving_test,arabic_mmlu,True,morphological
driving_test::166,driving_test,arabic_mmlu,True,morphological
driving_test::167,driving_test,arabic_mmlu,False,clean
driving_test::168,driving_test,arabic_mmlu,True,morphological
driving_test::169,driving_test,arabic_mmlu,True,morphological
driving_test::170,driving_test,arabic_mmlu,True,morphological
driving_test::171,driving_test,arabic_mmlu,True,morphological
driving_test::172,driving_test,arabic_mmlu,True,morphological
driving_test::173,driving_test,arabic_mmlu,True,morphological
driving_test::174,driving_test,arabic_mmlu,True,morphological
driving_test::175,driving_test,arabic_mmlu,True,morphological
driving_test::176,driving_test,arabic_mmlu,False,clean
driving_test::177,driving_test,arabic_mmlu,True,morphological
driving_test::178,driving_test,arabic_mmlu,True,morphological
driving_test::179,driving_test,arabic_mmlu,True,morphological
driving_test::180,driving_test,arabic_mmlu,True,morphological
driving_test::181,driving_test,arabic_mmlu,True,morphological
driving_test::182,driving_test,arabic_mmlu,True,morphological
driving_test::183,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::184,driving_test,arabic_mmlu,False,clean
driving_test::185,driving_test,arabic_mmlu,True,morphological
driving_test::186,driving_test,arabic_mmlu,True,morphological
driving_test::187,driving_test,arabic_mmlu,True,morphological
driving_test::188,driving_test,arabic_mmlu,True,morphological
driving_test::189,driving_test,arabic_mmlu,True,morphological
driving_test::190,driving_test,arabic_mmlu,True,morphological
driving_test::191,driving_test,arabic_mmlu,False,clean
driving_test::192,driving_test,arabic_mmlu,False,clean
driving_test::193,driving_test,arabic_mmlu,False,clean
driving_test::194,driving_test,arabic_mmlu,True,morphological
driving_test::195,driving_test,arabic_mmlu,True,morphological
driving_test::196,driving_test,arabic_mmlu,False,clean
driving_test::197,driving_test,arabic_mmlu,False,clean
driving_test::198,driving_test,arabic_mmlu,True,morphological
driving_test::199,driving_test,arabic_mmlu,False,clean
driving_test::200,driving_test,arabic_mmlu,False,clean
driving_test::201,driving_test,arabic_mmlu,False,clean
driving_test::202,driving_test,arabic_mmlu,True,morphological
driving_test::203,driving_test,arabic_mmlu,False,clean
driving_test::204,driving_test,arabic_mmlu,True,morphological
driving_test::205,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::206,driving_test,arabic_mmlu,True,morphological
driving_test::207,driving_test,arabic_mmlu,False,clean
driving_test::208,driving_test,arabic_mmlu,True,morphological
driving_test::209,driving_test,arabic_mmlu,True,morphological
driving_test::210,driving_test,arabic_mmlu,False,clean
driving_test::211,driving_test,arabic_mmlu,True,morphological
driving_test::212,driving_test,arabic_mmlu,True,morphological
driving_test::213,driving_test,arabic_mmlu,True,morphological
driving_test::214,driving_test,arabic_mmlu,True,morphological
driving_test::215,driving_test,arabic_mmlu,True,morphological
driving_test::216,driving_test,arabic_mmlu,True,morphological
driving_test::217,driving_test,arabic_mmlu,True,morphological
driving_test::218,driving_test,arabic_mmlu,False,clean
driving_test::219,driving_test,arabic_mmlu,True,morphological
driving_test::220,driving_test,arabic_mmlu,False,clean
driving_test::221,driving_test,arabic_mmlu,True,morphological
driving_test::222,driving_test,arabic_mmlu,True,morphological
driving_test::223,driving_test,arabic_mmlu,True,morphological
driving_test::224,driving_test,arabic_mmlu,False,clean
driving_test::225,driving_test,arabic_mmlu,False,clean
driving_test::226,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::227,driving_test,arabic_mmlu,True,morphological
driving_test::228,driving_test,arabic_mmlu,True,morphological
driving_test::229,driving_test,arabic_mmlu,True,morphological
driving_test::230,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::231,driving_test,arabic_mmlu,False,clean
driving_test::232,driving_test,arabic_mmlu,False,clean
driving_test::233,driving_test,arabic_mmlu,True,morphological
driving_test::234,driving_test,arabic_mmlu,False,clean
driving_test::235,driving_test,arabic_mmlu,True,morphological
driving_test::236,driving_test,arabic_mmlu,False,clean
driving_test::237,driving_test,arabic_mmlu,True,morphological
driving_test::238,driving_test,arabic_mmlu,True,morphological
driving_test::239,driving_test,arabic_mmlu,True,morphological
driving_test::240,driving_test,arabic_mmlu,False,clean
driving_test::241,driving_test,arabic_mmlu,True,morphological
driving_test::242,driving_test,arabic_mmlu,True,morphological
driving_test::243,driving_test,arabic_mmlu,True,morphological
driving_test::244,driving_test,arabic_mmlu,False,clean
driving_test::245,driving_test,arabic_mmlu,False,clean
driving_test::246,driving_test,arabic_mmlu,True,morphological
driving_test::247,driving_test,arabic_mmlu,False,clean
driving_test::248,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::249,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::250,driving_test,arabic_mmlu,True,morphological
driving_test::251,driving_test,arabic_mmlu,True,morphological
driving_test::252,driving_test,arabic_mmlu,True,morphological
driving_test::253,driving_test,arabic_mmlu,True,morphological
driving_test::254,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::255,driving_test,arabic_mmlu,False,clean
driving_test::256,driving_test,arabic_mmlu,True,morphological
driving_test::257,driving_test,arabic_mmlu,False,clean
driving_test::258,driving_test,arabic_mmlu,True,morphological
driving_test::259,driving_test,arabic_mmlu,True,morphological
driving_test::260,driving_test,arabic_mmlu,True,morphological
driving_test::261,driving_test,arabic_mmlu,False,clean
driving_test::262,driving_test,arabic_mmlu,True,morphological
driving_test::263,driving_test,arabic_mmlu,True,morphological
driving_test::264,driving_test,arabic_mmlu,True,morphological
driving_test::265,driving_test,arabic_mmlu,True,morphological
driving_test::266,driving_test,arabic_mmlu,False,clean
driving_test::267,driving_test,arabic_mmlu,False,clean
driving_test::268,driving_test,arabic_mmlu,True,morphological
driving_test::269,driving_test,arabic_mmlu,False,clean
driving_test::270,driving_test,arabic_mmlu,False,clean
driving_test::271,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::272,driving_test,arabic_mmlu,True,morphological
driving_test::273,driving_test,arabic_mmlu,False,clean
driving_test::274,driving_test,arabic_mmlu,True,morphological
driving_test::275,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::276,driving_test,arabic_mmlu,True,lexical_or_artifact
driving_test::277,driving_test,arabic_mmlu,True,morphological
driving_test::278,driving_test,arabic_mmlu,True,morphological
driving_test::279,driving_test,arabic_mmlu,True,morphological
driving_test::280,driving_test,arabic_mmlu,True,morphological
driving_test::281,driving_test,arabic_mmlu,True,morphological
driving_test::282,driving_test,arabic_mmlu,True,morphological
driving_test::283,driving_test,arabic_mmlu,False,clean
driving_test::284,driving_test,arabic_mmlu,True,morphological
driving_test::285,driving_test,arabic_mmlu,True,morphological
driving_test::286,driving_test,arabic_mmlu,True,morphological
driving_test::287,driving_test,arabic_mmlu,False,clean
