annotation_order,item_id,subject,domain_group,source,question,context,choices,gold_answer_index,gold_answer_text
67,moral_scenarios::746,moral_scenarios,islamic/moral,mmlu,في اناهي حالة من الزوز حالات هاذي الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | عملت نسخة من مفتاح الدار. الحالة 2 | كبّيت الحليب متاعي على راس صاحبي باش نطفي العافية.,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,3,موشي غالط، موشي غالط
68,geography::1268,geography,humanities/history,arabic_mmlu,"تداخل اليابس مع الماء ساعد في:|||1. تشكيل الموانئ
2. نشاط حركة الصيد البحري
3. أ+ب
4. موش وحدة من هاذم",,تشكيل الموانئ ||| نشاط حركة الصيد البحري ||| أ+ب ||| موشي من هاذا شي,2,أ+ب
69,international_law::79,international_law,professional/civic,mmlu,"شنوّة الفرق بين الطرق السياسية والقانونية لحل النزاعات؟|||1. النتيجة اللي تجي من الطرق القانونية، يعني التحكيم ولاّ حكم محكمة العدل الدولية، تكون نهائية وملزمة للأطراف، في حين الشي هذا ما ثماش في الطرق الدبلوماسية
2. الطرق السياسية تتستعمل بموافقة أطراف النزاع، في حين الطرق القانونية لا
3. الطرق السياسية توصل لحل نهائي للنزاع، في حين الشي هذا ما ثماش في الطرق القانونية
4. الطرق القانونية لحل النزاعات تتستعمل كان في النزاعات المهمة، في حين الطرق السياسية تتستعمل في النزاعات الكل",,النتيجة اللي كتجي من الطرق القانونية، يعني التحكيم ولا الحكم متاع محكمة العدل الدولية، كتكون نهائية وملزمة للأطراف، فيحين هاذا الشي ما ثماش في الطرق الدبلوماسية ||| الطرق السياسية كيتم استعمالها بموافقة الأطراف متاع النزاع، فيحين الطرق القانونية لا ||| الطرق السياسية كتوصل لحل نهائي للنزاع، فيحين هاذا الشي ما ثماش في الطرق القانونية ||| الطرق القانونية لحل النزاعات كيتم استعمالها غير في النزاعات المهمة، فيحين الطرق السياسية كيتم استعمالها فيجميع النزاعات,0,النتيجة اللي كتجي من الطرق القانونية، يعني التحكيم ولا الحكم متاع محكمة العدل الدولية، كتكون نهائية وملزمة للأطراف، فيحين هاذا الشي ما ثماش في الطرق الدبلوماسية
70,professional_law::567,professional_law,professional/civic,mmlu,"مول كان عندو مخزن فارغ. في غرّة ماي، كرّى المخزن لمكتري لمدة خمسة سنين مع إمكانية التجديد. عقد الكراء نص على: ""المكتري يعترف اللي بعض المناطق في المخزن خايبة وموش آمنة باش تتعمل فيها الخدمة. ومع هذا، المكتري موافق باش ياخذ المسؤولية الكاملة على الإصلاحات اللازمة. وزيادة على هذا، المكتري موافق باش يعوّض المول على أي خسارة ناتجة عن حالة المحل هذا."" حسب شروط العقد، سلّم المول المخزن للمكتري في 2 ماي. في نفس النهار، كان خدّام متاع المكتري يخدم في المخزن. كان يحرّك في معدات في المخزن وقتلّي طاحت عليه جهة من السقف. في الوقت اللي عملوا فيه المول والمكتري العقد، كان المول بوحدو اللي يعرف اللي السقف خايب ولازمو يتصلّح. ورغم اللي المول كان ينجّم يصلّح العيب قبل ما يسلّم المخزن، ما صلّح شي في السقف. الخدّام رفع دعوى ضد المول باش يسترجع تعويضات على الضرر اللي صارلو. ما فماش قوانين منطبقة. إذا ربح الخدّام القضية، باش يكون على خاطر:|||1. مول الأرض مسؤول مسؤولية كاملة على الإصابات اللي تصير في ملكو.
2. واجب العناية متاع مول الأرض تجاه الأطراف الثالثة ما ينجّمش يتنقل للمكتري بموجب شروط عقد الكراء.
3. المكتري ما ينجّمش يتنازل على الضمان الضمني متاع الصلاحية التجارية.
4. التزام التعويض من طرف المكتري لفائدة مول الأرض مخالف للسياسة العامة.",,مول الأرض مسؤول بشكل كامل على الإصابات اللي كتوقع فيملكو. ||| واجب العناية متاع مول الأرض تجاه الأطراف الثالثة ما يمكنش يتنقل للمكتري بموجب شروط عقد الكراء. ||| المكتري ما يمكنش يتنازل على الضمان الضمني متاع الصلاحية التجارية. ||| الالتزام بالتعويض من طرف المكتري لصالح مول الأرض ضد السياسة العامة.,1,واجب العناية متاع مول الأرض تجاه الأطراف الثالثة ما يمكنش يتنقل للمكتري بموجب شروط عقد الكراء.
71,driving_test::243,driving_test,professional/civic,arabic_mmlu,"صندوق الإسعافات الأولية فيه وسادة إسفنجية صغيرة.|||1. إي
2. لا",,واه ||| لا,0,واه
72,social_science::807,social_science,humanities/history,arabic_mmlu,الشمس تشرق في الصباح من جيهة:,,الشرق ||| الجنوب ||| الغرب,0,الشرق
73,islamic_studies::1777,islamic_studies,islamic/moral,arabic_mmlu,الصحابي اللي لقبو الرسول صلى الله عليه وسلم بسيف الله المسلول ......... ,,خالد بن الوليد ||| عمر بن الخطاب ||| عمر بن عبد العزيز ||| عمرو بن العاص,0,خالد بن الوليد
74,islamic_studies::1275,islamic_studies,islamic/moral,arabic_mmlu,"من مظاهر قدرة الله تعالى:|||1. خلق السماء والنجوم اللي فيها
2. خلق الإنسان في أحسن صورة
3. إحياء الإنسان من بعد ما يموت
4. كل اللي تقال",,خلق السما و النجوم الي فييها ||| خلق الإنسان في أحسن صورة ||| إحياء الإنسان من بعد ما يموت |||  كل شي الي تقال,3, كل شي الي تقال
75,philosophy_ar::7,philosophy_ar,humanities/history,arabic_mmlu,"يقول توماس جفرسون: ""في أمور الأسلوب، عوم مع التيار؛ وفي أمور المبادئ، أوقف كيف الصخرة."" القول هذا يعكس وسيلة من وسايل الفلسفة في تغيير المجتمع وهي:|||1. المحافظة على المجتمع.
2. نقد القيم اللي بان اللي ما عادش تصلح.
3. غرس قيم جداد.
4. التنسيق بين جوانب ثقافة المجتمع.",,المحافظة على المجتمع. ||| نقد القيم اللي بان بلي ماصالحاش. ||| غرس قيم جداد ||| التنسيق بين جوانب ثقافة المجتمع.,0,المحافظة على المجتمع.
76,islamic_studies::531,islamic_studies,islamic/moral,arabic_mmlu,لمن تبعت النبي هود؟,,ثمود ||| تبع ||| عاد ||| صحاب الرس,2,عاد
77,jurisprudence::51,jurisprudence,islamic/moral,mmlu,"حسب هوبز، السلام هو القانون الأول متاع الطبيعة. علاش؟|||1. بلا سلام، كل واحد عندو الحق في كل شي — حتى في حياة الآخرين.
2. السلام ممكن كان من بعد الحرب.
3. القانون ما ينجّمش يحقق السلام.
4. العقد الاجتماعي ما ينجّمش يتعمل كان إذا فما سلام.",,بلا سلام كل واحد عندو الحق في  كل شي - حتى حياة الآخرين. ||| السلام ممكن غير من بعد الحرب. ||| القانون ما يقدرش يحقق السلام. ||| العقد الاجتماعي ما يمكنش يتدار إلا كان السلام.,0,بلا سلام كل واحد عندو الحق في  كل شي - حتى حياة الآخرين.
78,high_school_statistics::99,high_school_statistics,STEM/health,mmlu,"شركة كبيرة عندها مكاتب في زوز بلايص، وحدة في نيو جيرسي ووحدة في يوتا. معدل أجور المساعدين في مكتب نيو جيرسي هو 28,500 دولار، ومعدل أجور المساعدين في مكتب يوتا هو 22,500 دولار. مكتب نيو جيرسي فيه 128 مساعد ومكتب يوتا فيه 32 مساعد. شنوّة معدل الأجور اللي يتخلصوا بيه المساعدين في الشركة هاذي؟",,"22,500 دولار ||| 23,700 دولار ||| 25,500 دولار ||| 27,300 دولار",3,"27,300 دولار"
79,social_science::660,social_science,humanities/history,arabic_mmlu,......... قيام الشخص باختيار من يمثلو في الهيئات المنتخبة.,,حق حرية التعبير ||| حق التصويت ||| المشاركة السياسية ||| الترشيح للانتخابات,1,حق التصويت
80,islamic_studies::1893,islamic_studies,islamic/moral,arabic_mmlu,"مميزات جامع الشهيد الملك المؤسس عبد الله الأول بن الحسين:|||1. يتميز بتصميمو اللي يجمع بين فنون العمارة الإسلامية القديمة والجديدة
2. يتميز بعمارتو وفنون النقش والزخرفة
3. يتميز بواجهة من الرخام الوردي
4. كل اللي تقال",,كيتميز بتصميم متاعو اللي كيجمع بين فينون العمارة الإسلامية القديمة والجديدة ||| كيتميز بعمارة متاعو وفنون النقش والزخرفة ||| كيتميز بواجهة متاع الرخام الوردي |||  كل شي اللي تقال,1,كيتميز بعمارة متاعو وفنون النقش والزخرفة
81,arabic_language_(grammar)::295,arabic_language_(grammar),language,arabic_mmlu,"شنوّة من التكملات هاذي هي الصحيحة في بلاصة [فراغ]؟
جاو التلاميذ، وقابل[فراغ] الأستاذ.",,هم ||| هما ||| و,0,هم
82,moral_scenarios::390,moral_scenarios,islamic/moral,mmlu,في اناهي حالة من الزوز حالات هاذي الشخصية الرئيسية (اللي تستعمل أنا/ليا) عملت حاجة غالطة أخلاقيا، حسب المعايير الأخلاقية العادية في الولايات المتحدة في 2020؟ الحالة 1 | مستعد نخرق أي قانون باش نولّي الأحسن في حاجة. الحالة 2 | عطيت للولد اللي عندو حساسية من الكاكاوية زبدة الكاكاوية في الطوست متاعو.,,غالط، غالط ||| غالط، موشي غالط ||| موشي غالط، غالط ||| موشي غالط، موشي غالط,0,غالط، غالط
83,high_school_government_and_politics::70,high_school_government_and_politics,professional/civic,mmlu,"شنوّة من الحاجات هاذي هي الأقل احتمال باش تفسّر قلة المشاركة في الانتخابات؟|||1. شرط الموافقة المسبقة في قانون حقوق التصويت
2. المستوى المنخفض متاع الفعالية السياسية عند الناخبين المسجلين
3. القوانين اللي تطلب من الناخبين يورّيوا بطاقتهم
4. كثرة الانتخابات المحلية والجهوية",,شرط الموافقة المسبقة فيقانون حقوق التصويت ||| المستوى المنخفض متاع الفعالية السياسية عند الناخبين المسجلين ||| القوانين الي كتطلب من الناخبين يوريو البطاقة متاعهم ||| كثرة الانتخابات المحلية والجهوية,0,شرط الموافقة المسبقة فيقانون حقوق التصويت
84,world_religions::62,world_religions,islamic/moral,mmlu,شنوّة هو أهم عيد عند السيخ؟,,هولي ||| ديوالي ||| بيساخي داي ||| هولا ماهالا,2,بيساخي داي
85,arabic_language_(general)::468,arabic_language_(general),language,arabic_mmlu,"اقرا النص القصير هذا واختار الجواب المناسب للـ[فراغ] اللي يكمّل الجملة بشكل صحيح:
تعبير (العالم قرية صغيرة) يدل على [فراغ].|||1. رأي
2. فكرة
3. حقيقة
4. خيال",وسايل النقل والاتصال قديما وحديثا العالم كيتكون من ست قارات وعدد سكانو كيفوت ستة مليار د الناس، هاذا العالم الواسع ولا قرية صغيرة، كيفاش صرا هاذا الشي؟! كاينين زوز د الأسباب، الأول: وسايل النقل الحديثة، والتاني: وسايل الاتصال الحديثة. كانت وسايل النقل في العصور القديمة بطيئة برشا، والناس كانو كيسافرو على رجليهم، ويحملو حوايجهم على ضهورهم ولا روسهم، من بعد بداو الناس كيستعملو الحيوانات، كيف الجمال والبغال والحمير باش ينقلو حوايجهم، من بعد واحد المدة صنع الإنسان عربات صغيرة، عندها أربع عجلات، كتمشي بلا محرك ومن بعد تصنعات المراكب الشراعية اللي كتمشي في الما. صنع الإنسان في العصر الحديث مركبات تخدم بالمحركات؛ فيظهرو برشا د وسايل النقل الحديثة كيف: الطوموبيلات والترانات والبواخر والطيارات خلاو هاذا الوسايل العالم قرية صغيرة؛ في الإنسان كينتقل فيبضع ساعات من بلاد لبلاد، ومن قارة لقارة، وهادشي مختلف على شنوّة كان في الماضي؛ خاطر كان الإنسان كيحتاج ليام وشهور؛ باش ينتقل من مدينة لمدينة. أما السبب التاني اللي خلا العالم قرية صغيرة؛ هو وسايل الاتصال الحديثة كيف: الجرايد والتيليفون والراديو والتلفزة والحاسوب والإنترنت اللي خلاو الإنسان يعرف أول بأول شنوّة كيوقع فيجميع بلدان العالم، كانت وسايل الاتصال في العصور القديمة بطيئة برشا في الإنسان كان كيرسل الأخبار والمعلومات عن طريق الصوت ولا عن طريق العدائين ولا عن طريق الحمام الزاجل، وانت الأخبار كتوصل من بعد مدة طويلة، وممكن ماتوصلش فيبزاف د المرات.,راي ||| فيكرة ||| حقيقة ||| خيال,3,خيال
86,islamic_studies::2016,islamic_studies,islamic/moral,arabic_mmlu,"اهتموا العلماء بالقرآن الكريم واعملولو:|||1. علامات تعاون على قراءتو، كيما تنقيط الحروف المتشابهة كيما (ت، ث)
2. الحركات الإعرابية (الفتحة، الضمة، الكسرة)
3. علامات الوقف
4. كل اللي تقال",,علامات كيساعدو باش نقراوه كيف تنقيط بعض الحروف المتشابهة كيف حرفين )ت ث( ||| الحركات الإعرابية ) ________( ||| علامات متاع الوقف |||  كل شي اللي تقال,3, كل شي اللي تقال
87,professional_psychology::599,professional_psychology,humanities/history,mmlu,صيغة التصحيح من التخفيف تتستعمل باش نقيسوا تأثير الزيادة في:,,الموثوقية متاع الاختبار على الصلاحية متاعو. ||| الصلاحية متاع الاختبار على الموثوقية متاعو. ||| عدد الأسئلة متاع الاختبار على الصلاحية متاعو. ||| عدد الأسئلة متاع الاختبار على الموثوقية متاعو.,0,الموثوقية متاع الاختبار على الصلاحية متاعو.
88,economics::118,economics,professional/civic,arabic_mmlu,الضرايب اللي يدفعها الملتزم بشكل مؤقت، ويقدر يحول الحمل متاعهم لشخص آخر يسموه : ,,ضرائب مباشرة ||| ضرائب غير مباشرة ||| ضرائب متاع الدخل ||| ضرائب متاع راس المال,1,ضرائب غير مباشرة
89,professional_law::769,professional_law,professional/civic,mmlu,"المتهم تحكم عليه بالسرقة المسلحة. في الاستئناف، طلب المتهم محاكمة جديدة، وقال اللي حقوقو في التعديل السادس تخرقوا خاطر ما تعطاتلوش مساعدة قانونية فعّالة في المحاكمة. شنوّة من الوقائع هاذي، إذا ثبتت، تعطي أحسن أساس باش يثبت المتهم دعوى عدم فعالية المحامي؟|||1. محامي المحاكمة كذب على المتهم بخصوص تجربتو في المحاكمات الجنائية.
2. محامي المحاكمة ما استجوبش شاهد الإثبات.
3. محامي المحاكمة ما تشاورش مع المتهم على استراتيجية المحاكمة.
4. محامي المحاكمة ما كانش يؤمن ببراءة المتهم.",,المحامي متاع المحاكمة كذب على المتهم بخصوص تجربتها في المحاكمات الجنائية. ||| المحامي متاع المحاكمة ما استجوبش شاهد الإثبات. ||| المحامي متاع المحاكمة ما تشاورش مع المتهم على إستراتيجية المحاكمة. ||| المحامي متاع المحاكمة ما كانش كيآمن ببراءة المتهم.,1,المحامي متاع المحاكمة ما استجوبش شاهد الإثبات.
90,math::283,math,STEM/health,arabic_mmlu,نسرين قرات عشر صفحات من مجلة وعاد كملات القراية وقرات عشرين صفحة. قدّاش المجموع متاع الي قرات من المجلة؟,,10 صفحات ||| 20 صفحة ||| 30 صفحة ||| والو,2,30 صفحة
91,public_relations::60,public_relations,professional/civic,mmlu,اناهو نوع من أنواع أسئلة الاستطلاع هاذي يطلب معلومات نوعية (كيفية)؟,,مقياس ليكرت ||| اختيار من متعدد ||| سؤال مفتوح ||| نعم/لا,2,سؤال مفتوح
92,general_knowledge::85,general_knowledge,professional/civic,arabic_mmlu,تتعمل عملية .......... باليد ولاّ بوسايل فلاحية.,,التسميد ||| العزق ||| السقي ||| التعشيب,3,التعشيب
93,geography::842,geography,humanities/history,arabic_mmlu,......... المنفذ البحري الوحيد في الأردن.  ,,مدينة جرش  ||| مدينة البلقاء  ||| مدينة العقبة   ||| مدينة المفرق ,2,مدينة العقبة  
94,arabic_language::378,arabic_language,language,arabic_mmlu,أحمد حسن الزيات أسس مجلة أدبية هي:,,الهلال ||| الوسيلة ||| الرسالة ||| البيان,2,الرسالة
95,islamic_studies::1245,islamic_studies,islamic/moral,arabic_mmlu,صلاة المسافر والمريض تدل على:,,التيسير في الإسلام ||| التشدد في الإسلام ||| التفريط في العبادة,0,التيسير في الإسلام
96,moral_disputes::129,moral_disputes,islamic/moral,mmlu,"شنوّة الجملة اللي ماسيدو موش باش يتفق معاها من الجمل هاذي؟|||1. الدول لازمها تعطي أهمية خاصة لمواطنينها.
2. سياسات الهجرة ممكن يكون عندها تأثيرات اقتصادية قوية.
3. الحكم الذاتي ما عندوش أهمية أخلاقية في نقاش الهجرة.
4. فما أسباب تخلينا نفكروا اللي سياسة الهجرة في أمريكا كان عندها تأثيرات سلبية على توزيع الدخل بين المواطنين.",,الدول خاصها تعطي أهمية خاصة للمواطنين متاعها. ||| سياسات الهجرة ممكن يكون عندها تأثيرات اقتصادية قوية. ||| الحكم الذاتي ماعندوش أهمية أخلاقية في النقاش متاع الهجرة. ||| فما أسباب الي كتخلينا نفكرو بلي سياسة الهجرة فيأمريكا كان عندها تأثيرات سلبية على توزيع الدخل بين المواطنين.,2,الحكم الذاتي ماعندوش أهمية أخلاقية في النقاش متاع الهجرة.
97,biology::1051,biology,STEM/health,arabic_mmlu,شنوّة هي العضية اللي تدخل في تصنيع الأغشية الخلوية وتعطي الخلية هيكل دعامي؟,,جهاز غولجي ||| الجسم الحال ||| الشبكة الاندوبلازمية ||| مايتوكندريا,2,الشبكة الاندوبلازمية
98,economics::251,economics,professional/civic,arabic_mmlu,فلوس الدولة تاخدهم من الناس اللي يجيو يخالفوا القانون، عقوبة عليهم أما الدخل مش مستقر: ,,الضرائب ||| الرسوم ||| الغرامات ||| المنح من برا,2,الغرامات
99,computer_science::430,computer_science,STEM/health,arabic_mmlu,العنصر الرئيسي في قواعد البيانات هو:,,الجداول ||| الاستعلامات ||| النماذج ||| التقارير,0,الجداول
100,general_knowledge::1177,general_knowledge,professional/civic,arabic_mmlu,"شنوّة هي الدولة العربية اللي فيها مدينة القدس؟|||1. فلسطين
2. مصر
3. السعودية",,فيلسطين ||| مصر ||| السعودية,0,فيلسطين
101,islamic_studies::158,islamic_studies,islamic/moral,arabic_mmlu,المسلم يحرص باش يصلّي الصلاة في وقتها.,,صحيح ||| غالط,0,صحيح
102,biology::1153,biology,STEM/health,arabic_mmlu,حبة اللقاح تنبت بانقسام ميوزي متاع الجراثيم الصغيرة.,,صحيح ||| غالط,1,غالط
103,management_ar::24,management_ar,professional/civic,arabic_mmlu,"اختار الجواب الصحيح بنعم ولاّ لا من اللي جاي:
ما فماش احتياطات تتاخذ بعين الاعتبار وقتلّي يشاركوا الأفراد.",,نعم ||| لا,1,لا
104,human_aging::16,human_aging,STEM/health,mmlu,"الدراسات على الناس اللي فقدوا شخص عزيز لقات اللي من أكثر الحاجات اللي تعاون هي اللي الناس الأخرين:|||1. يتجنبوا أي كلام على الميت
2. يبقاوا قراب منهم
3. يبعدوا ويخليوا الشخص يحزن وحدو
4. يبدلوا بيئة الدار للشخص اللي فقد",,كيتجنبو أي هضرة على الميت ||| كيبقاو قراب منهم ||| كيبعدو ويخليو الشخص يحزن بوحدو ||| كيبدلو البيئة متاع الدار للشخص اللي فيقد شي حد,1,كيبقاو قراب منهم
105,driving_test::48,driving_test,professional/civic,arabic_mmlu,"الحاجات اللي تتحط على البلور القدامي ولاّ قدام السوفار تضر الركاب إذا صار حادث.|||1. إي
2. لا",,واه ||| لا,0,واه
106,nutrition::294,nutrition,STEM/health,mmlu,"اناهي جملة توصف أحسن الفرق بين خصائص السكري من النوع 1 والنوع 2؟|||1. الناس اللي عندهم سكري النوع 2 عادة يحتاجوا جرعات أنسولين أقل من الناس اللي عندهم سكري النوع 1 خاطر عندهم نوع خفيف من السكري
2. الناس اللي عندهم سكري النوع 1 يطيحوا بسرعة في المضاعفات المزمنة
3. العوامل المناعية الذاتية تدخل في ظهور سكري النوع 1 أما موش في النوع 2
4. الناس اللي عندهم سكري النوع 1 ينجموا يزيدوا في إنتاج الأنسولين الداخلي متاعهم بتناول أدوية خافضة للسكر عن طريق الفم",,الناس اللي عندهم السكري النوع 2 عادة كيحتاجو جرعات أقل متاع الأنسولين من الناس اللي عندهم السكري النوع 1 خاطر عندهم نوع خفيف متاع السكري ||| الناس اللي عندهم السكري النوع 1 كيطيحو بسرعة في المضاعفات المزمنة ||| العوامل المناعية الذاتية كتدخل فيظهور السكري النوع 1 أما موشي في النوع 2 ||| الناس اللي عندهم السكري النوع 1 يقدرو يزيدو من إنتاج الأنسولين الداخلي متاعهم بتناول أدوية خافضة للسكر عن طريق الفم,2,العوامل المناعية الذاتية كتدخل فيظهور السكري النوع 1 أما موشي في النوع 2
107,professional_law::1059,professional_law,professional/civic,mmlu,"في 2006، شرى مستثمر قطعة أرض بـ100 هكتار في منطقة ريفية. من بعد بشوية، حضّر المستثمر مخطط تقسيم يخلق 90 قطعة سكنية بهكتار للوحدة في الأرض هاذي، والقطعة الباقية بـ10 هكتارات اقترح تتخصص لمدرسة عمومية. في بروشور البيع اللي كان يروّج للتقسيم، قال اللي ""بالإضافة لقرب المدرسة المقترحة لسكان التقسيم، المندوبية الجهوية للتعليم موش باش تحتاج تصرف فلوس الضرائب باش تشري الأرض هاذي لبناء المدرسة."" في 2007، تسجّل مخطط التقسيم في مكتب التسجيل متاع المقاطعة. في 15 جانفي 2009، صوّت المجلس الجهوي للتعليم باش يبني مدرسة جديدة في القطعة متاع الـ10 هكتارات. تخصيص المستثمر للقطعة متاع الـ10 هكتارات لبناء المدرسة نجموا نوصفوه أحسن بأنّو:",,خدمة منصفة. ||| شرط تقييدي. ||| قيد غير قابل للتنفيذ. ||| حق ارتفاق للاستعمال العام.,3,حق ارتفاق للاستعمال العام.
108,islamic_studies::1582,islamic_studies,islamic/moral,arabic_mmlu,المسلمين يدخلوا للنار.,,صحيح ||| غالط,1,غالط
109,geography::106,geography,humanities/history,arabic_mmlu,"الفرق بين الجغرافيا السياسية والجيوبوليتيك يتمثل في عنصرين: ...........|||1. الموقع والوقت
2. الحركة والمسافة
3. الوقت والحركة
4. المسافة والموقع",,الموقع والوقت\n ||| الحركة والمسافة\n ||| الوقت والحركة\n ||| المسافة والموقع\n,2,الوقت والحركة\n
110,high_school_european_history::149,high_school_european_history,humanities/history,mmlu,"السؤال هذا يتعلّق بالمعلومات التالية.
قانون أديسون تعمل على أساس اللي إذا ما تلبّاتش طموحات الطبقة العاملة بسرعة بعد الحرب، بريطانيا تنجّم تشوف ثورة كيما اللي صارت في روسيا. في عام 1920 بدا الخوف هذا يتراجع، وبدات سياسة أديسون تتشاف على أساس اللي هي مكلفة برشا. من الضحايا المباشرين للموقف الجديد هذا كان مشروع شارع كينغفيلد في البلدية، اللي تصادقت الخطط الأولية متاعو في سبتمبر 1920. وبشكل مفاجئ للمجلس، مجلس الإسكان متاع الحكومة أجّل المشروع ""نظرًا للالتزامات الحالية متاع المجلس والفلوس المتوفرة في الوقت هذا""، وفي ماي 1921 أعلنت الحكومة على تقليص كبير في برنامج الإسكان، وخفضت هدف الإسكان بالنصف.
—مقتطف من عمل المؤرخة الإنجليزية هيرميون هوبهاوس، ""الإسكان العمومي في بوبلار: سنوات ما بين الحربين""، 1994
شنوّة أحسن وصف للتبدل في الخطط المذكور الفوق؟|||1. البرامج الاجتماعية ولّت محل شك بعد الحرب العالمية الأولى.
2. الإسكان كان جزء كبير من ميزانية بريطانيا.
3. العمال كانوا يهددوا بثورة شيوعية.
4. مجلس الإسكان متاع الحكومة حب يبني ديار أكثر.",,البرامج الاجتماعية تشكات فييها بعد الحرب العالمية الأولى. ||| الإسكان كان جزء كبير من ميزانية بريطانيا. ||| العمال كانو كيهددو بثورة شيوعية. ||| مجلس الإسكان متاع الحكومة بغا يبني كتر متاع الديور.,0,البرامج الاجتماعية تشكات فييها بعد الحرب العالمية الأولى.
112,general_knowledge::724,general_knowledge,professional/civic,arabic_mmlu,"قدّاش من مرة تذكرت كلمة (الفردوس) في القرآن الكريم؟|||1. مرة وحدة
2. زوز مرات
3. أربعة مرات
4. سبعة مرات",,مرة وحدة ||| زوز مرات ||| ربع مرات ||| سبع مرات,1,زوز مرات
113,professional_law::1170,professional_law,professional/civic,mmlu,"سوبرماركت عمل كونطرا مع مخبزة باش تعطيه 100 خبزة قمح كامل في السيمانة لمدة 12 سيمانة متتالية. الخبز لازم يتسلم في النهار الأول من كل سيمانة، والخلاص يتم في ظرف 4 أيام من التسليم. في الأربعة سيمانات الأولى، سلّمت المخبزة الخبز والسوبرماركت خلّص كيف ما متفقين. كي وصلت الطلبية الخامسة، لقا السوبرماركت اللي الشحنة فيها 80 خبزة قمح كامل و20 خبزة خميرة. مدير السوبرماركت عيّط فيسع للمخبزة باش يشكي على الشحنة. المسؤول في المخبزة اعتذر وعرض باش يبعث 20 خبزة قمح كامل في ظرف 24 ساعة. شنوّة التأثير القانوني المحتمل للمحادثة هاذي بين المدير والمسؤول فيما يخص الشحنة الخامسة؟|||1. السوبرماركت عندو الحق يرفض الشحنة الخامسة ويفسخ الكونطرا.
2. السوبرماركت عندو الحق يرفض الشحنة الخامسة، أما يتحمل مسؤولية التسليمات الباقية.
3. السوبرماركت ما عندوش الحق يرفض عرض المسؤول باش يصلّح الغلطة.
4. السوبرماركت عندو الحق يشري خبز بديل.",,السوبرماركت عندو الحق باش يرفض الشحنة الخامسة ويلغي الكونطرا. ||| السوبرماركت عندو الحق باش يرفض الشحنة الخامسة، أما غادي يتحمل مسؤولية التسليمات الباقية. ||| السوبرماركت ما عندوش الحق باش يرفض العرض متاع المسؤول باش يصلح الغلطة. ||| السوبرماركت عندو الحق باش يشري خبز بديل.,2,السوبرماركت ما عندوش الحق باش يرفض العرض متاع المسؤول باش يصلح الغلطة.
114,sociology::125,sociology,humanities/history,mmlu,"قال ماركس اللي تطور الحركة العمالية من خلال الإنتاج في المصانع باش يحوّل الطبقة العاملة لـ:|||1. طبقة في حد ذاتها
2. طبقة بوحدها
3. طبقة لنفسها
4. طبقة حاكمة",,طبقة فيحد ذاتها ||| طبقة بوحدها ||| طبقة لنفسها ||| طبقة حاكمة,2,طبقة لنفسها
115,global_facts::50,global_facts,STEM/health,mmlu,حتى لعام 2019، قدّاش من المية من الناس يقولوا اللي لازم تؤمن بربي باش يكون عندك أخلاق ومبادئ باهية؟,,59% ||| 69% ||| 79% ||| 89%,2,79%
116,islamic_studies::115,islamic_studies,islamic/moral,arabic_mmlu,دعا الله المؤمنين للعفو والصفح,,صحيح ||| غالط,0,صحيح
117,economics::135,economics,professional/civic,arabic_mmlu,الهولوغرام (التصوير المجسم) اللي يمثل شعار المملكة بختم بارز (طبقة فضية فيها قيمة الورقة النقدية بالأرقام) ويتغير لونها بألوان قوس قزح كي نميلوها، يكون في الفئة:,,الخمسين دينار ||| العشرين دينار ||| العشرة دنانير ||| الخمسة دنانير,1,العشرين دينار
118,natural_science::33,natural_science,STEM/health,arabic_mmlu,انجراف التربة يعتبر من مظاهر التجوية.,,الجملة صحيحة ||| الجملة غالطة,1,الجملة غالطة
119,moral_disputes::46,moral_disputes,islamic/moral,mmlu,"كاس يتخوف اللي الناس المستنسخين:|||1. باش يتشافوا كيما حاجة غريبة.
2. باش يتقارنوا مع الشخص اللي تستنسخوا منو.
3. الزوز مع بعضهم
4. حتى وحدة منهم",,غادي يتشافو كيف شي حاجة غريبة. ||| غادي يتقارنو مع الشخص الي تكلوناو منو. ||| الجوج الزوز ||| حتى وحدة فييهم,2,الجوج الزوز
120,islamic_studies::694,islamic_studies,islamic/moral,arabic_mmlu,ضوابط تزكية النفس,,الإخلاص والمشروعية ||| التوازن والاعتدال ||| الاستمرارية والدوام |||  كل شي الي تقال,3, كل شي الي تقال
121,philosophy::133,philosophy,humanities/history,mmlu,"ميل يعرّف ""المنفعة"" بأنها:|||1. النفع في صنعة معينة.
2. النفع للمجتمع.
3. اللذة وغياب الألم.
4. تعزّز مصالح الجميع وما تضرّ حد.",,النفع فيشي صنعة. ||| النفع للمجتمع. ||| اللذة وغياب الألم. ||| كتعزز مصالح الجميع وما كتضرش حد.,2,اللذة وغياب الألم.
122,islamic_studies::2100,islamic_studies,islamic/moral,arabic_mmlu,الإكثار من الصلاة على النبي وخاصة في نهار:,,الخميس ||| السبت ||| الاثنين ||| الجمعة,3,الجمعة
