annotation_order,item_id,subject,domain_group,source,question,context,choices,gold_answer_index,gold_answer_text
106,nutrition::294,nutrition,STEM/health,mmlu,اناهي جملة توصف أحسن الفرق بين خصائص السكري من النوع 1 والنوع 2؟,,الناس اللي عندهم سكري النوع 2 عادة يحتاجوا جرعات أنسولين أقل من الناس اللي عندهم سكري النوع 1 خاطر عندهم نوع خفيف من السكري ||| الناس اللي عندهم سكري النوع 1 يطيحوا بسرعة في المضاعفات المزمنة ||| العوامل المناعية الذاتية تدخل في ظهور سكري النوع 1 أما موش في النوع 2 ||| الناس اللي عندهم سكري النوع 1 ينجموا يزيدوا في إنتاج الأنسولين الداخلي متاعهم بتناول أدوية خافضة للسكر عن طريق الفم,2,العوامل المناعية الذاتية تدخل في ظهور سكري النوع 1 أما موش في النوع 2
107,professional_law::1059,professional_law,professional/civic,mmlu,"في 2006، شرى مستثمر قطعة أرض بـ100 هكتار في منطقة ريفية. من بعد بشوية، حضّر المستثمر مخطط تقسيم يخلق 90 قطعة سكنية بهكتار للوحدة في الأرض هاذي، والقطعة الباقية بـ10 هكتارات اقترح تتخصص لمدرسة عمومية. في بروشور البيع اللي كان يروّج للتقسيم، قال اللي ""بالإضافة لقرب المدرسة المقترحة لسكان التقسيم، المندوبية الجهوية للتعليم موش باش تحتاج تصرف فلوس الضرائب باش تشري الأرض هاذي لبناء المدرسة."" في 2007، تسجّل مخطط التقسيم في مكتب التسجيل متاع المقاطعة. في 15 جانفي 2009، صوّت المجلس الجهوي للتعليم باش يبني مدرسة جديدة في القطعة متاع الـ10 هكتارات. تخصيص المستثمر للقطعة متاع الـ10 هكتارات لبناء المدرسة نجموا نوصفوه أحسن بأنّو:",,خدمة منصفة. ||| شرط تقييدي. ||| قيد غير قابل للتنفيذ. ||| حق ارتفاق للاستعمال العام.,3,حق ارتفاق للاستعمال العام.
108,islamic_studies::1582,islamic_studies,islamic/moral,arabic_mmlu,المسلمين يدخلوا للنار.,,صحيح ||| غالط,1,غالط
109,geography::106,geography,humanities/history,arabic_mmlu,الفرق بين الجغرافيا السياسية والجيوبوليتيك يتمثل في عنصرين: ...........,,الموقع والوقت ||| الحركة والمسافة ||| الوقت والحركة ||| المسافة والموقع,2,الوقت والحركة
110,high_school_european_history::149,high_school_european_history,humanities/history,mmlu,"السؤال هذا يتعلّق بالمعلومات التالية.
قانون أديسون تعمل على أساس اللي إذا ما تلبّاتش طموحات الطبقة العاملة بسرعة بعد الحرب، بريطانيا تنجّم تشوف ثورة كيما اللي صارت في روسيا. في عام 1920 بدا الخوف هذا يتراجع، وبدات سياسة أديسون تتشاف على أساس اللي هي مكلفة برشا. من الضحايا المباشرين للموقف الجديد هذا كان مشروع شارع كينغفيلد في البلدية، اللي تصادقت الخطط الأولية متاعو في سبتمبر 1920. وبشكل مفاجئ للمجلس، مجلس الإسكان متاع الحكومة أجّل المشروع ""نظرًا للالتزامات الحالية متاع المجلس والفلوس المتوفرة في الوقت هذا""، وفي ماي 1921 أعلنت الحكومة على تقليص كبير في برنامج الإسكان، وخفضت هدف الإسكان بالنصف.
—مقتطف من عمل المؤرخة الإنجليزية هيرميون هوبهاوس، ""الإسكان العمومي في بوبلار: سنوات ما بين الحربين""، 1994
شنوّة أحسن وصف للتبدل في الخطط المذكور الفوق؟",,البرامج الاجتماعية ولّت محل شك بعد الحرب العالمية الأولى. ||| الإسكان كان جزء كبير من ميزانية بريطانيا. ||| العمال كانوا يهددوا بثورة شيوعية. ||| مجلس الإسكان متاع الحكومة حب يبني ديار أكثر.,0,البرامج الاجتماعية ولّت محل شك بعد الحرب العالمية الأولى.
112,general_knowledge::724,general_knowledge,professional/civic,arabic_mmlu,قدّاش من مرة تذكرت كلمة (الفردوس) في القرآن الكريم؟,,مرة وحدة ||| زوز مرات ||| أربعة مرات ||| سبعة مرات,1,زوز مرات
113,professional_law::1170,professional_law,professional/civic,mmlu,سوبرماركت عمل كونطرا مع مخبزة باش تعطيه 100 خبزة قمح كامل في السيمانة لمدة 12 سيمانة متتالية. الخبز لازم يتسلم في النهار الأول من كل سيمانة، والخلاص يتم في ظرف 4 أيام من التسليم. في الأربعة سيمانات الأولى، سلّمت المخبزة الخبز والسوبرماركت خلّص كيف ما متفقين. كي وصلت الطلبية الخامسة، لقا السوبرماركت اللي الشحنة فيها 80 خبزة قمح كامل و20 خبزة خميرة. مدير السوبرماركت عيّط فيسع للمخبزة باش يشكي على الشحنة. المسؤول في المخبزة اعتذر وعرض باش يبعث 20 خبزة قمح كامل في ظرف 24 ساعة. شنوّة التأثير القانوني المحتمل للمحادثة هاذي بين المدير والمسؤول فيما يخص الشحنة الخامسة؟,,السوبرماركت عندو الحق يرفض الشحنة الخامسة ويفسخ الكونطرا. ||| السوبرماركت عندو الحق يرفض الشحنة الخامسة، أما يتحمل مسؤولية التسليمات الباقية. ||| السوبرماركت ما عندوش الحق يرفض عرض المسؤول باش يصلّح الغلطة. ||| السوبرماركت عندو الحق يشري خبز بديل.,2,السوبرماركت ما عندوش الحق يرفض عرض المسؤول باش يصلّح الغلطة.
114,sociology::125,sociology,humanities/history,mmlu,قال ماركس اللي تطور الحركة العمالية من خلال الإنتاج في المصانع باش يحوّل الطبقة العاملة لـ:,,طبقة في حد ذاتها ||| طبقة بوحدها ||| طبقة لنفسها ||| طبقة حاكمة,2,طبقة لنفسها
115,global_facts::50,global_facts,STEM/health,mmlu,حتى لعام 2019، قدّاش من المية من الناس يقولوا اللي لازم تؤمن بربي باش يكون عندك أخلاق ومبادئ باهية؟,,59% ||| 69% ||| 79% ||| 89%,2,79%
116,islamic_studies::115,islamic_studies,islamic/moral,arabic_mmlu,دعا الله المؤمنين للعفو والصفح,,صحيح ||| غالط,0,صحيح
117,economics::135,economics,professional/civic,arabic_mmlu,الهولوغرام (التصوير المجسم) اللي يمثل شعار المملكة بختم بارز (طبقة فضية فيها قيمة الورقة النقدية بالأرقام) ويتغير لونها بألوان قوس قزح كي نميلوها، يكون في الفئة:,,الخمسين دينار ||| العشرين دينار ||| العشرة دنانير ||| الخمسة دنانير,1,العشرين دينار
118,natural_science::33,natural_science,STEM/health,arabic_mmlu,انجراف التربة يعتبر من مظاهر التجوية.,,الجملة صحيحة ||| الجملة غالطة,1,الجملة غالطة
119,moral_disputes::46,moral_disputes,islamic/moral,mmlu,كاس يتخوف اللي الناس المستنسخين:,,باش يتشافوا كيما حاجة غريبة. ||| باش يتقارنوا مع الشخص اللي تستنسخوا منو. ||| الزوز مع بعضهم ||| حتى وحدة منهم,2,الزوز مع بعضهم
120,islamic_studies::694,islamic_studies,islamic/moral,arabic_mmlu,ضوابط تزكية النفس,,الإخلاص والمشروعية ||| التوازن والاعتدال ||| الاستمرارية والدوام |||  كل شي الي تقال,3, كل شي الي تقال
121,philosophy::133,philosophy,humanities/history,mmlu,"ميل يعرّف ""المنفعة"" بأنها:",,النفع في صنعة معينة. ||| النفع للمجتمع. ||| اللذة وغياب الألم. ||| تعزّز مصالح الجميع وما تضرّ حد.,2,اللذة وغياب الألم.
122,islamic_studies::2100,islamic_studies,islamic/moral,arabic_mmlu,الإكثار من الصلاة على النبي وخاصة في نهار:,,الخميس ||| السبت ||| الاثنين ||| الجمعة,3,الجمعة
123,history::347,history,humanities/history,arabic_mmlu,أثّرت بعض النتائج العسكرية في أيام الحملة الفرنسية بالسلب على:,,الفلاحة ||| الصناعة ||| التجارة ||| الدواوين,2,التجارة
124,security_studies::193,security_studies,professional/civic,mmlu,اناهي جملة من الجمل هاذي هي اللي موش كيف الأخرين؟,,المؤسسات اللي تسهّل إعادة إنتاج القيم الثقافية، كيما الكنائس والمدارس، تنجّم تتستعمل باش تتحكم في القيم الثقافية هاذي وتقوّيها. ||| الاستراتيجيات السياسية والوطنية تنجّم تستعملها الدولة باش تعزز المصالح الوطنية. ||| استخدام القوات العسكرية باش يطردوا مجموعات اجتماعية من داخل الدولة. ||| الانفصال يسمح لمجموعة مجتمعية باش تنسحب من كيان أكبر وين تنجّم تكون مهددة بالتذويب ولاّ التدمير.,2,استخدام القوات العسكرية باش يطردوا مجموعات اجتماعية من داخل الدولة.
125,professional_law::1382,professional_law,professional/civic,mmlu,في قضية جنائية، الحكومة لازمها تثبت اللي المتهم لصق طابع مطاطي فيه إمضاؤو على رسائل مزوّرة تبعثت للضحية. المتهم نكر اللي هو اللي ختم الرسائل. ما كانش ثمة شهود شافوا المتهم يختم في الرسائل. النيابة العمومية حاولت تقدّم زميل خدمة باش يشهد اللي المتهم كان الطابع عندو بوحدو، وكان يستعملو مرة في النهار مع الثلاثة متاع العشية باش يمضي الرسائل اللي باش تتبعث، ومن بعد يرجّعو للخزانة متاعو في الحين. الزميل باش يشهد اللي شاف المتهم يستعمل الطابع بالطريقة هاذي لسنين برشا. الدفاع اعترض على خاطر الشي هذا ما يثبتش اللي المتهم عمل نفس الشي في التواريخ اللي فيها المشكل. حسب قواعد الإثبات الفيدرالية، شنوّة باش يكون حكم المحكمة؟,,الشهادة موش مقبولة خاطر الدليل على العادة موش مقبول في القضايا الجنائية حسب قواعد الإثبات الفيدرالية. ||| الشهادة موش مقبولة خاطر الدليل على العادة السابقة كان باش يشتت انتباه هيئة المحلفين على قرار واش المتهم فعلا تصرف بالطريقة هاذي في التواريخ المحددة. ||| الشهادة مقبولة خاطر تثبت اللي المتهم هو الوحيد اللي ممكن يكون استعمل الطابع. ||| الشهادة مقبولة خاطر العادة والروتين مقبولين كدليل حسب قواعد الإثبات الفيدرالية.,3,الشهادة مقبولة خاطر العادة والروتين مقبولين كدليل حسب قواعد الإثبات الفيدرالية.
126,high_school_psychology::340,high_school_psychology,humanities/history,mmlu,تلميذ عمرو 10 سنين تولد في بلاد ما يتكلموش فيها بالإنجليزية، تحال باش يدخل للتربية المختصة على أساس العلامات الضعيفة اللي جابها في الامتحان الجماعي متاع المندوبية. التلميذ هذا جاب علامات عالية في امتحان الإنجليزية متاع المندوبية. من بين طرق التقييم التشخيصي هاذي، الطريقة الأنسب هي اللي:,,تستعمل مترجم يعرف مليح لغة البلاد اللي تولد فيها التلميذ ||| تستعمل نتائج على الأقل زوز اختبارات ذكاء باللغة الإنجليزية ||| تاخذ بعين الاعتبار السلوك الاجتماعي الثقافي والتكيفي في عملية تحديد المهارات والقدرات ||| تشمل مقابلات مع الوالدين وملاحظات في القسم بالإضافة لنتائج اختبار الذكاء,2,تاخذ بعين الاعتبار السلوك الاجتماعي الثقافي والتكيفي في عملية تحديد المهارات والقدرات
127,high_school_statistics::208,high_school_statistics,STEM/health,mmlu,عضو في لجنة المدرسة يدافع على زيادة في الأداء على المازوط باش يدعم نظام المدارس في المقاطعة. الجريدة المحلية عملت استطلاع رأي مع سكان المقاطعة باش تشوف قدّاش يدعموا في الزيادة هاذي. شكونهم الناس المعنيين هوني (المجتمع الإحصائي)؟,,كان الصغار اللي في سن التمدرس ||| سكان المقاطعة الكل ||| كان سكان المقاطعة اللي عندهم أولاد في سن التمدرس ||| كان سكان المقاطعة اللي عندهم أولاد في نظام مدارس المقاطعة,1,سكان المقاطعة الكل
128,computer_science::368,computer_science,STEM/health,arabic_mmlu,الغاية متاع الأحجية الأولى في ماين كرافت هي توصل للبطة. ,,صحيح ||| غلط,0,صحيح
129,arabic_language_(general)::27,arabic_language_(general),language,arabic_mmlu,"اقرا القصة القصيرة هاذي واختار الجواب المناسب للـ[فراغ] اللي يكمّل الجملة بشكل صحيح:
الفكرة الرئيسية متاع النص هي [فراغ].",كانو العرب قديما كيسميو القصة بعدة أسامي، كيف: الحديث، والخبر، والسمر، والخرافة، وأقدم قصص عربية مكتوبة هي اللي جابها القرآن على الأمم البائدة، باش يسلي النبي، ويأكد صدق نبوتو، حتى إلا كان عند العرب قبل الإسلام قصصهم اللي كانت كتروى شفويا. اهتمو المسلمين بالقصص القرآنية وتفسيرها؛ حتى أن معاوية بن أبي سفيان جاب القصاص لقصرو وحثهم على كتابة قصصهم، وانتشرات القصص العربية والمعربة في العصر العباسي. القصة في الوقت الحالي تعرف بأنها سرد حكائي لمجموعة مترابطة متاع الأحداث عندها بداية ووسط ونهاية، كيربطها الكاتب ببعضها من خلال اختيار الكلمات اللي كيعبر بيها على إحساس شخصي، ولا مشكلة سائدة في المجتمع، ويمكن تكون عندها أهداف تعليمية ولا معرفية ولا فينية. عناصر القصة هي الفكرة والمغزى وهو الدرس ولا العبرة اللي بغا الكاتب نتعلموها، أما الأحداث فيهي مجموعة متاع الأفعال المرتبة ترتيب سببي، وتدور حول موضوع معين، كتصور الشخصية وتبين الصراع متاعها مع الشخصيات الأخرى، وتحقق وحدة الحدث منين كيجاوب الكاتب على أربعة أسئلة هي: كيفاش وفين وفوقاش وعلاش وقع الحدث؟، أما العقدة ولا الحبكة وهي مجموعة متاع الأحداث مرتبطة زمنيا، ومعيار الحبكة المزيانة هو الوحدة متاعها، ويختار الكاتب الشخصيات من الحياة عادة، ويحرص على عرضها واضحة من خلال الوصف الجسمي من طول وقصر وسمنة ونحافة وواش هو ذكر ولا أنثى والعيوب متاعو، والوصف الاجتماعي ويتمثل فيانتماء الشخصية لطبقة اجتماعية معينة، وشنو كيدير من شغل، والظروف اللي كتأثر فيحياتو، والدين متاعو وجنسيتو وهواياتو، ومن بعد الوصف النفسي من ناحية الاستعداد والسلوك من رغبات وآمال وعزيمة وفكر، ومزاج الشخصية من انفعال وهدوء وانطواء ولا انبساط، أما البيئة (المكانية والزمانية) فيكتعتبر الوسط الطبيعي اللي كتجري فييه الأحداث وتتحرك فييه الشخصيات ضمن بيئة مكانية وزمانية كتمارس وجودها، والبيئة يمكن تكون حقيقية ويمكن تكون خيالية.,أهداف القصة ||| مكونات القصة ||| أنواع القصص ||| القصة العربية,3,القصة العربية
130,islamic_studies::1994,islamic_studies,islamic/moral,arabic_mmlu,أول إنسان خلقو الله تعالى، وأول نبي هو:,,سيدنا آدم ||| سيدنا نوح ||| سيدنا إبراهيم,0,سيدنا آدم
131,arabic_language_(grammar)::7,arabic_language_(grammar),language,arabic_mmlu,"في الآية القرآنية ﴿إن الله وملائكته يصلون على النبي﴾، شنوّة هو الإعراب الصحيح متاع الواو في كلمة ""يصلون""؟",,ضمير متصل في محل رفع فاعل ||| حرف عطف ||| اسم معطوف منصوب وعلامة نصبو الفتحة ||| حرف توكيد ونصب ||| اسم إن منصوب وعلامة نصبو الفتحة,0,ضمير متصل في محل رفع فاعل
132,high_school_geography::74,high_school_geography,humanities/history,mmlu,شنوّة هي الجملة اللي ما توصفش بالصحيح الشركات العابرة للقارات؟,,برشا من الشركات العابرة للقارات تخدم في مجالات الإلكترونيك والكيماويات والأدوية والبترول. ||| معظم الشركات العابرة للقارات تنتج وتبيع سلع مصنّعة. ||| معظم الشركات العابرة للقارات مقرها الرئيسي في الولايات المتحدة واليابان والاتحاد الأوروبي. ||| الشركات العابرة للقارات تتحكم فيهم عموما الحكومات الأجنبية.,3,الشركات العابرة للقارات تتحكم فيهم عموما الحكومات الأجنبية.
133,arabic_language_(general)::509,arabic_language_(general),language,arabic_mmlu,"اقرا النص القصير التالي واختار الجواب المناسب للـ[فراغ] اللي يكمّل الجملة بشكل صحيح:
المقصود بقولو (أعطى القرآن بعض الألفاظ العربية القديمة معاني جديدة) [فراغ].",العربية الفصحى وتأثيرها نشأت اللغة العربية في جزيرة العرب قبل الإسلام، وانو العرب قبائل متفرقة، وان عند بعض القبائل لهجات خاصة بيها، وانت الاختلافات قليلة بين هاديك اللهجات، وانت عند العرب لغة مشتركة، وهي اللغة العربية الفصيحة، قال الله تعالى ﴿إنا أنزلناه قرآنا عربيا لعلكم تعقلون﴾. عطى القرآن الكريم بعض الألفاظ العربية القديمة معاني جديدة، وجا بأساليب جديدة ما عرفاتهاش العربية من قبل، وان القرآن سبب في نشأة علوم اللغة العربية؛ كالنحو والصرف والبلاغة والعلوم الإسلامية، كعلم التفسير والحديث والفقه. أثرت اللغة العربية في لغات الشعوب الإسلامية، كالفارسية والأردية والسواحلية، فيأعطاتها برشا متاع الألفاظ، وتكتبات برشا من هاديك اللغات بالحرف العربي، وخدات لغات أخرى بعض الألفاظ العربية كيف الإنجليزية، والفرنسية والإسبانية.,اللي القرآن جعل لبعض الألفاظ العربية القديمة معاني جديدة ||| اللي القرآن جعل لبعض الألفاظ العربية القديمة ألفاظ جديدة ||| اللي القرآن جعل لبعض الألفاظ العربية القديمة معاني قديمة,0,اللي القرآن جعل لبعض الألفاظ العربية القديمة معاني جديدة
134,philosophy::147,philosophy,humanities/history,mmlu,الجماليات تتعامل مع الحاجات اللي هي _____.,,ضرورية لحياتنا ||| موش مهمة لبرشا ناس ||| موش ضرورية لحياتنا ||| قليل وين نشوفوها,2,موش ضرورية لحياتنا
135,geography::237,geography,humanities/history,arabic_mmlu,وقوع فيضانات مدمرة علامة على:,,تغيير مستوى سطح البحر ||| تدهور التربة ||| تدهور الموارد المائية ||| تغيير نمط الشتا,3,تغيير نمط الشتا
136,computer_science::84,computer_science,STEM/health,arabic_mmlu,إذا كانت قيمة قطعة الحركة سالبة، الجسم يتقدم لقدام.,,صحيح ||| غلط,1,غلط
137,general_knowledge::71,general_knowledge,professional/civic,arabic_mmlu,تنجّم تتحسن تغذية اليافع باتباع:,,أكل الوجبات الرئيسية الثلاثة والتأكيد على أهمية فطور الصباح ||| الزيادة في أكل الماكلة الغنية بالألياف ||| الزيادة في الدهون والحلويات ||| أكل الماكلة المكشوفة,0,أكل الوجبات الرئيسية الثلاثة والتأكيد على أهمية فطور الصباح
138,management::89,management,professional/civic,mmlu,"شكون من الناس هاذم هو ""الخيري الصناعي""؟",,فريدريك تايلور ||| سيبوم راونتري ||| هنري فورد ||| ماكس ويبر,1,سيبوم راونتري
139,biology::366,biology,STEM/health,arabic_mmlu,في عملية تصنيع البروتين، يتكوّن معقّد بدء النسخ في خطوة تتسمى:,,بدء النسخ ||| استطالة النسخ ||| نهاية النسخ ||| معالجة RNA,0,بدء النسخ
140,general_knowledge::922,general_knowledge,professional/civic,arabic_mmlu,من الأغذية الرئيسية اللي تعاون الجسم على النمو والبناء: .......,,الفواكه ||| القطاني ||| الزيت ||| الحليب,3,الحليب
141,history::496,history,humanities/history,arabic_mmlu,رئيس الوزراء اللي رافق سمو الأمير عبد الله بن الحسين لبريطانيا باش يكمّلوا إجراءات الاستقلال هو:,,حسين الطراونة ||| رشيد طليع ||| ابراهيم هاشم ||| راضي عناب,2,ابراهيم هاشم
142,high_school_world_history::149,high_school_world_history,humanities/history,mmlu,"السؤال هذا يتعلّق بالمعلومات التالية.
""المشكل الحقيقي متاع الخدّام هو عدم الأمان في حياتو؛ موش متأكد اللي باش تكون عندو خدمة ديما، موش متأكد اللي باش يبقى بصحتو ديما، ويتوقع اللي نهار من النهارات باش يكبر وما عادش ينجّم يخدم. إذا طاح في الفقر، حتى لو كان بسبب مرض طويل برك، يولّي عاجز تماما، ما ينجّم يعمل شي لروحو، والمجتمع ما يعترف حاليا بحتى التزام حقيقي تجاهو غير المساعدة العادية للفقراء، حتى لو كان خدم طول الوقت بكل أمانة واجتهاد. والمساعدة العادية للفقراء، مع ذلك، فيها برشا نقائص، خاصة في المدن الكبيرة، وين هي أسوأ بياسر من القرية.""
أوتو فون بسمارك، 1884
كيفاش اقتصادي القرن العشرين جون ماينارد كينز باش يقترح على المجتمع باش يتعامل مع تقييم أوتو فون بسمارك لحالة الخدّامة في ألمانيا؟",,كينز باش يوصي بتدخل الحكومة باش تحافظ على الطلب الكلي. ||| كينز باش يقترح مساعدة الخدّامة الكبار في السن، أما باش يقول اللي الحكومة ما لازمهاش تتدخل في معظم الحالات. ||| كينز باش يحذّر من تدخل الحكومة في الأمور الاقتصادية الشخصية. ||| كينز باش يدعم اللي ما يتعمل شي، خاطر كان يحس اللي الفقر في المناطق الريفية كان في الحقيقة أخطر من المدن.,0,كينز باش يوصي بتدخل الحكومة باش تحافظ على الطلب الكلي.
144,general_knowledge::101,general_knowledge,professional/civic,arabic_mmlu,تعتبر درنات البطاطا متخصصة في تخزين المواد .......,,الكربوهيدرات ||| البروتينات ||| الفيتامينات ||| الكبريتية,0,الكربوهيدرات
145,public_relations::10,public_relations,professional/civic,mmlu,شنيّة المنظمة اللي في الحرب العالمية الأولى أدخلت الحملات الإعلامية اللامركزية باش تحرّك الرأي العام الأمريكي لدعم الحرب؟,,لجنة كريل ||| الصليب الأحمر ||| مجلس العلاقات العامة ||| مكتب معلومات الحرب,0,لجنة كريل
146,math::88,math,STEM/health,arabic_mmlu,سلمى عندها 3 علب. في كل علبة 7 أكياس، وفي كل كيس 100 بالونة. قدّاش من بالونة فما؟,,21 ||| 210 ||| 2100,2,2100
147,arabic_language_(general)::576,arabic_language_(general),language,arabic_mmlu,"اقرا النص القصير التالي واختار الجواب المناسب للـ[فراغ] اللي يكمّل الجملة بشكل صحيح:
الضمير (كم) في الآية ﴿وينزل عليكم من السماء ماء ليطهركم به﴾ يرجع لـ [فراغ].","الإسلام والطهارة
الإسلام كيدعي للنظافة والطهارة، قال الله تعالى: ﴿إن الله يحب التوابين ويحب المتطهرين﴾، وقال الرسول صلى الله عليه وسلم: (الطهور نص الإيمان)، والله نزل الماء من السما باش يتطهر بيه الإنسان قال تعالى: ﴿وينزل عليكم من السماء ما ليطهركم به﴾، والإسلام حث المسلم على نظافة جسمو وحوايجو ودارو والبيئة اللي كيعيش فييها. المسلم كيتوضأ في النهار خمس مرات للصلاة، قال الرسول صلى الله عليه وسلم: (ما كيقبلش الله صلاة بلا وضوء) ويتوضأ زاد باش يدير عبادات خرى كيف: قراية القرآن، والطواف حول الكعبة، وملي كيتوضأ الإنسان كيغسل وجهو ويديه ورجليه قال الله تعالى: ﴿يا أيها الذين آمنوا إذا قمتم إلى الصلاة فياغسلوا وجوهكم وأيديكم إلى المرافق وامسحوا برؤوسكم وأرجلكم إلى الكعبين﴾ الوضوء راه نظافة مستمرة للجسم كتكرر في النهار برشا وتنحي الوسخ. المسلم ما كيكتفيش غير بالوضوء، أما كيزيد عليه الغسل باش ينظف جسمو كامل، ويتغسل المسلم من الجنابة، ولصلاة الجمعة، ولصلاة العيد، قال رسول الله صلى الله عليه وسلم: (غسل نهار الجمعة واجب على كل بالغ)، والمرا كتغسل إيلا طهرات من الحيض ومن النفاس. والمسلم كيهتم بنظافة حوايجو كيف كيهتم بنظافة جسمو قال الله تعالى: ﴿وثيابك فيطهر﴾.",الإنسان ||| الله ||| السما ||| الماء,0,الإنسان
148,history::486,history,humanities/history,arabic_mmlu,من بنود المعاهدة الأردنية البريطانية الموقعة عليها عام 1928 م,,الاعتراف بتأسيس إمارة شرق الأردن ||| الإمارة الأردنية دولة عربية مستقلة عندها السيادة ||| الحكومة مسؤولة قدام البرلمان ||| إقرار نظام الحكم ملكي نيابي وراثي,0,الاعتراف بتأسيس إمارة شرق الأردن
149,high_school_government_and_politics::58,high_school_government_and_politics,professional/civic,mmlu,المحكمة العليا استعملات التعديل الرابع عشر باش تطبق أجزاء من وثيقة الحقوق على قانون الولاية من خلال الاستشهاد ب,,منع التفتيش والحجز الغير معقول ||| بند الإجراءات القانونية الواجبة ||| ضمان حقوق الخصوصية ||| إلغاء العبودية,1,بند الإجراءات القانونية الواجبة
150,sociology::8,sociology,humanities/history,mmlu,"جماعة ""أمة الإسلام"" كانت تجذب:",,الناس اللي تولدوا في بريطانيا من أصول آسيوية ||| الأمريكان البيض اللي حبوا يدخلوا للإسلام ||| الأمريكان من أصل إفريقي اللي حسوا رواحهم مقصيين من المجتمع الأمريكي ||| الناس من أصل كاريبي اللي ساكنين في وسط المدن وعندهم ثقافة شباب خاصة,2,الأمريكان من أصل إفريقي اللي حسوا رواحهم مقصيين من المجتمع الأمريكي
151,law::222,law,professional/civic,arabic_mmlu,إذا ما تطلبش حضور أعضاء الحكومة وكتّاب الدولة ونواب كتّاب الدولة، ولاّ ما تعطاش الإذن فيه، الشهادة تتلقى كتابة في دار الشاهد:,,الرئيس الأول متاع محكمة الاستئناف ||| قاضي يتنتدب إذا كان الشاهد ساكن خارج نفوذ المحكمة ||| يستعين الرئيس الأول ولاّ القاضي المعيّن من عندو بكاتب الضبط ||| توجّه المحكمة اللي تحالت عليها القضية ملخص متاع الوقائع والطلبات والأسئلة المطلوب أداء الشهادة فيهم ||| كل الأجوبة صحيحة,4,كل الأجوبة صحيحة
152,professional_law::847,professional_law,professional/civic,mmlu,طالبة جامعية، مواطنة الولاية أ، تظن اللي جامعتها خرقت القانون الفيدرالي كي حيّدت تمويل فريق الكرة الطايرة النسائي. رفعت دعوى ضد الجامعة، اللي هي شركة غير ربحية موجودة ومسجلة في الولاية ب، وضد المدير الرياضي متاع الجامعة، اللي هو مواطن الولاية ب، في المحكمة الفيدرالية في الولاية ب. شنوّة أحسن طريقة باش تبلّغ المدّعى عليهم؟,,التبليغ كيف ما تطلبو قواعد الإجراءات المدنية متاع الولاية ب. ||| التبليغ عن طريق عدل تنفيذ يخلي نسخ من الاستدعاء والشكاية عند السكرتيرات في مكاتب المدير الرياضي ورئيس الجامعة. ||| التبليغ عن طريق إرسال نسخ من الاستدعاء والشكاية بالإيميل للمدير الرياضي ورئيس الجامعة. ||| التبليغ من طرف الطالبة بنفسها للمدير الرياضي ورئيس الجامعة.,0,التبليغ كيف ما تطلبو قواعد الإجراءات المدنية متاع الولاية ب.
153,history::901,history,humanities/history,arabic_mmlu,بموجب دستور 1947 ولا الملك رئيس متاع السلطة:,,التنفيذية والتشريعية ||| القضائية والتشريعية ||| القضائية ||| القضائية والتنفيذية,0,التنفيذية والتشريعية
154,math::75,math,STEM/health,arabic_mmlu,واحد من الأعداد هاذم يقبل القسمة على 3 بلا باقي: .......,,19 ||| 21 ||| 17,1,21
156,biology::447,biology,STEM/health,arabic_mmlu,الحمض الدهني اللي يعتبر المكوّن الأساسي متاع زيت الزيتونة يتسمى:,,الأوليك ||| البالمتيك ||| الغليسرين ||| الكوليسترول,0,الأوليك
157,security_studies::87,security_studies,professional/civic,mmlu,شنوّة هي العلاقة بين الثقافة والبناء الاجتماعي؟,,كل اللي تحت. ||| الثقافة هي نتيجة الهوية والتفاعل المشترك، ورغم اللي هي مهمة باش نفهموا ديناميكيات الهوية الاجتماعية، أما استعمالها الواسع في الدراسات الأمنية يتناقش فيه برشا. ||| البناء الاجتماعي ما يعتبرش الثقافة حاجة مهمة للدراسة، ويركّز على الجوانب الفردية متاع الهوية كيما المصالح الشخصية والطموح. ||| الثقافة تتعتبر عموما مجموعة ممارسات تعطي معنى للتجارب والأفعال المشتركة؛ تنجّم تأثر على كيفاش الدول تشوف الأمن، وهي أساسية في بناء القيم والقواعد اللي تشكّل الهوية.,3,الثقافة تتعتبر عموما مجموعة ممارسات تعطي معنى للتجارب والأفعال المشتركة؛ تنجّم تأثر على كيفاش الدول تشوف الأمن، وهي أساسية في بناء القيم والقواعد اللي تشكّل الهوية.
